Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
In pictures: Alice River before and after rain,http://www.abc.net.au/local/photos/2014/02/25/3952107.htm,25/02/2014,http://www.abc.net.au/reslib/201402/r1241748_16470870.JPG,"Mac Chandler from Barcaldine took this picture of the Alice River after recent rainfall in the region. ﾓI think we have seen it this high before, but we havenﾒt seen a run in the river for the last 12 months so itﾒs pretty impressive.ﾔ",Copyright: ABC | Source: Contributed | Byline: Mac Chandler,"Disasters and Accidents:Drought, Weather:Rainfall,",ABC Western Queensland,QLD,Barcaldine,"alice river, barcaldine, flood, drought, mac chandler, pictures, images, photo, photographers, abc western queensland, blythe moore",-23.9545,145.1843,http://www.abc.net.au/local/photos/2014/02/25/3952107-mediarss.xml, What a difference a good fall of rain can make The Alice River at Barcaldine in western Queensland is running for the first time in 12 months Around Barcaldine here it definitely lifted attitudes he said The people are just really happy with the rain relief that we've got especially for us people that love to catch the old yellow belly,"images/0856.png"
1954 record floods: locals recall white-water rapids through Lismore,http://www.abc.net.au/local/photos/2014/02/20/3948529.htm,20/02/2014,http://www.abc.net.au/reslib/201402/r1239431_16418443.jpg,Boats navigate through flood water near the Magellan Street post office in Lismore during the 1954 flood.,Copyright: ABC | Source: Richmond River Historical Society | Byline: Riley Studio Photography,"Community and Society, Community and Society:History:20th Century, Community and Society:History, Disasters and Accidents",ABC North Coast NSW,NSW,Lismore,"harry crethar, lismore, floods, 1954, abc, north coast, flood, 60th anniversary, sixty, years, photo, historical society, images, stories, interview",-29.1093,153.3808,http://www.abc.net.au/local/photos/2014/02/20/3948529-mediarss.xml, Cadet journalist Marelle Lee was reporting on the Queen arrival in Lismore just days before she found herself in the middle of record floods Sixty years on locals vividly remember raging torrents through the town centre Marelle Lee was a teenager working for the Northern Star newspaper and remembers writing an article on one of the local hotels preparing a room fit for a queen The Queen and the Duke were upstairs on the balcony waving to the crowd of thousands of people she says But heavy rain somewhat dampened the visit preventing many community members from around the Northern Rivers from making the trip into town The flood rain started just as she was about to leave Marelle recalls Late in the night on February 20 and in the early hours of February 21 a cyclone crossed the border from southern Queensland  bringing with it destructive wind and heavy rain It drenched an already saturated region causing rivers to rise to record heights The Richmond River at Lismore peaked at 44 feet ( 134m) in the early hours of the morning Marelle was assigned to gather stories from around the town square I spent most of the flood in boats or walking around on drier land talking to people There were lots of people sitting on rooves of buildings or on the second story and they called out to us they seemed very cheerful excited and I guess they didn't know what was going to happen next A man and two men were confirmed dead in the Lismore area Many others had to be rescued by Lismore Water Brigade and Rowing Club volunteers Greek migrant Harry Crethar who was 17 years old at the time remembers trying to navigate the boat through forceful currents rushing down Magellan Street It was very powerful it was like the Nymboida dam when the white water rapids are coming down In those days we had no outboard motor like they have now we rowed the boat Along with two drunken hotel patrons Harry rescued one woman whose low-lying home was quickly being inundated At one point he also had to be rescued after jumping out of the boat when it became stuck in fence palings I could feel myself getting dragged under and my partner Stan Heywood threw me a rope and I pulled myself inside the boat and we got the people next door You have to have luck on your side sometimes Many years later that same woman visited his shop to thank him It made me feel good after 35 years It makes you feel as if you've done something for the community especially me I was a migrant I felt that I had done something useful - it was very satisfying for me     Marelle Lee and Harry Crethar share their stories of the 1954 floods that struck Lismore sixty years ago,"images/0873.png"
60 years on: Kyogle residents ﾓwill never forgetﾔ 1954 floods,http://www.abc.net.au/local/photos/2014/02/19/3947948.htm,19/02/2014,http://www.abc.net.au/reslib/201402/r1239000_16408021.jpg,"Kyogle in flood, 1954, believed to be taken by local photographer Kaye Parker.",Copyright: ABC | Source: Supplied | Byline:,"Arts and Entertainment:Events, Community and Society, Disasters and Accidents, Disasters and Accidents:Floods",ABC North Coast NSW,NSW,Kyogle,"kyogle, 1954, floods, 60th, anniversary, abc, north coast, lismore, northern star, photos, historical, interview, article,",-28.9214,153.5036,http://www.abc.net.au/local/photos/2014/02/19/3947948-mediarss.xml, In the early hours of the 21 February 1954 a wall of water tore through Kyogle leaving a path of devastation On the anniversary members of the Kyogle community reminisce about the tragic flood that claimed the lives of 10 people Enormous amounts of rain poured on the region already saturated after weeks of heavy rain resulting in forceful and rapid river rises It produced a flood like none of the locals had ever seen before The Richmond River is reported to have reached 191 metres in the town Pat Saville was just a little girl when floodwaters hit Kyogle Mr Smith from Wiangaree rang up and said Bill water coming Pat recalls of the phone call her father received warning of danger to come The water had never been in the house before and it hasn't been in again since but it was roughly about 5-6 foot in the house that day On that night Robyn Cahill 10-year-old eyes witnessed a gut-wrenching event that is still vivid in her mind today That evening in the pouring rain in the shocking wind I stood on the railway station in Kyogle and I watched the river just rise in front of me I saw the houses washed away she said We had a very heroic man in Kyogle who put a life-support belt on on two occasions to try to rescue people I saw the house wash away with seven people on it and that is something I will never ever forget Ten people were confirmed dead in Kyogle after the floods including six people from the one family The town was left in utter disbelief Many homes and buildings were washed away the railway line was severely damaged and major roads had been destroyed Whole cattle and pig herds had drowned leaving farmers without an income But in the face of the devastation Pat and Robyn say the country community came together They were at the forefront of the clean-up effort as members of the Girl Guides and Brownies The Girl Guides went out in pairs and went into houses on the flat where they were able to shovel mud wash things look after children and of course in all of this were the wet smelly clothes and linen Robyn said So all of this bit by bit was taken to the intermediate high school up on the hill at that stage where they were washed dried ironed and returned to the people on the flat Later that year they were recognised with an Australian-first Girl Guide award known as the Walter Donald Ross Trophy Sixty years on Robyn and Pat are still trying to educate newer members of the community about the need to prepare for the unpredictable In 1954 we never dreamt of what was going to come down from that rainfall Robyn said If you are told there is a lot of rain coming I think you have to be aware that these things can happen,"images/0874.png"
Kununurra flooding with more rain forecast,http://www.abc.net.au/local/photos/2014/02/07/3940293.htm,7/02/2014,http://www.abc.net.au/reslib/201402/r1234347_16304350.jpg,Flooding down town,Copyright: Audience submitted | Source: Audience submitted | Byline: Normandale,"Disasters and Accidents:Floods,",ABC Kimberley WA,WA,Kununurra,"Kununurra, wyndham, flood, flooding, rain, tropical low, wet, season, sewerage, Kimberley: Mornings",-15.379,129.1425,http://www.abc.net.au/local/photos/2014/02/07/3940293-mediarss.xml, ABC Kimberley is keeping you informed as the flood situation develops If you lose normal reception tune in to Wyndham 1077 and in Kununurra to 1073 The Department of Fire and Emergency Services Matt Reimer says some calls for help have already been received They relate mainly to some trees down on houses both in Kununurra and Wyndham And a couple there where yards have been inundated with water and if they get much more rain then the water may impact the houses there he says The Bureau of Meteorology says the flooding is a result of heavy rainfall up to 225 millimetres And Emergency Services are asking residents to prepare for more rain and the possibility that flooding will increase The weather bureau is advising us that there could be similar rainfall totals that they've had already over the next 24 hours or so So yeah it not over yet says Mr Reimer Emergency Services are preparing in case conditions continue to worsen All of our Kimberley units will be on standby just in case we need to send additional resources and personnel up that way Mr Reimer says Peter McAllister from the Water Corporation says the floodwaters are already affecting Kununurra sewerage system Parts of the town are a metre under water That water is finding its way into the sewerage system and making the sewerage system clogged So we're having to divert some water into the irrigation channel which we're chlorinating and given the volume of stormwater it very diluted Mr McAllister says that Kununurra residents can use the sewerage system as per normal for the time being Our sewerage system is struggling but it is still taking everybody sewerage away he says The community is being asked to adhere to signage around the wastewater treatment plant and to stay out of the floodwater The Water Corporation is also taking unprecedented action to avoid flooding around Lake Argyle We're in the process of opening the gates up on the Kununurra Diversion Dam past where we've had them since the building of the Ord Dam; so the flows are that big says Mr McAllister Listen to the audio of Matt Reimer and Peter McAlistair on Kimberley Mornings with Vanessa Mills And view the slide show of audience submitted photos Keep up to date with flood alerts and advice  Floodwaters have forced the closure of some roads      East Kimberley flooding (7/2/14),"images/0900.png"
Changes ahead for iconic Toowoomba park,http://www.abc.net.au/local/photos/2014/02/05/3938908.htm,5/02/2014,http://www.abc.net.au/reslib/201402/r1233336_16281128.jpg,"It's a city full of parks and gardens, but one iconic Toowoomba park is set to transform into a water detention basin. ""There's a lot of public outrage,"" says local resident Jennifer Wilson. ""We understand the reason they're doing it, but we are concerned they've picked this park. It's a highly valuable park as it is. People love this park. It's almost like a spiritual attachment for a lot of people.""",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Community and Society, Disasters and Accidents:Floods, Environment, Environment:Conservation",ABC Southern Queensland,QLD,Toowoomba,"Garnett Lehmann park, dog leash, gum trees, development, floodway, detention basin, toowoomba",-27.5622,151.7528,http://www.abc.net.au/local/photos/2014/02/05/3938908-mediarss.xml, People love this park It almost like a spiritual attachment for a lot of people Garnett Lehmann Park named for the director of Council Parks and Recreation during the late 1980s is earmarked to become a water detention basin Councillor Carol Taylor stresses it will still be a community park It won't be looking like a dam It will have an earth embankment but the area will be landscaped It won't be bare earth and the creek won't be concreted over Taylor says the Queensland Reconstruction Authority has provided $25 million for the work If we don't take this $25 million now and do what we can to mitigate flood damageit is not going to get any cheaper Council hasn't just pulled this out of the air This was planned in 1998 More studies were done in 2007 And since the 2011 flood we've had peer reviews We understand the emotion Taylor says Indeed many councillors love it themselves But we have a responsibility to mitigate floods in East Creek Draft plans for the park can be seen on the Council website,"images/0910.png"
ﾑBloody beautifulﾒ rain for drought-stricken Winton property,http://www.abc.net.au/local/photos/2014/02/04/3937636.htm,4/02/2014,http://www.abc.net.au/reslib/201402/r1232587_16263566.jpg,"Wongan Station has been in Doug Nicholsonﾒs family for 100 years. He says Sunday nightﾒs rain is drought-breaking for his property, and says he hopes the rainfall spreads to other properties soon. ﾓYou feel a bit greedy at the end of the day, but you canﾒt do anything about it can you?ﾔ he said.",Copyright: ABC | Source: Contributed | Byline: Doug Nicholson,"Disasters and Accidents:Drought, Weather:Rainfall,",ABC North West Qld,QLD,Winton,"rainfall, rain, drought, flood, winton, wongan station, doug nicholson, abc western queensland, abc north west queensland, blythe moore, outback,",-22.5826,143.4414,http://www.abc.net.au/local/photos/2014/02/04/3937636-mediarss.xml, Nearly 200 millimetres of rain has fallen on a drought-stricken property north-west of Winton since Sunday night Doug Nicholson from Wongan Station says the sound on the roof was bloody beautiful Ex-Tropical Cyclone Fletcher is also being monitored after it crossed the southern Gulf of Carpentaria coast between Karumba and the Gilbert River mouth on Monday night Weather bureau spokesman Dean Narramore says it is forecast to move west and could reform More from ABC News,"images/0918.png"
Through your lens: in the path of Tropical Cyclone Dylan,http://www.abc.net.au/local/photos/2014/01/31/3935692.htm,31/01/2014,http://www.abc.net.au/reslib/201401/r1231178_16233207.jpg,Ned Randell takes early morning stroll on the Mackay Harbour Beach after Tropical Cyclone Dylan passed through and before the king tide's peak.,Copyright: ABC | Source: photo supplied by Pixel Chick Images | Byline: Louise Randell,"Disasters and Accidents:Floods, Weather, Weather:Cyclone, Weather:Storm",ABC Tropical Queensland,QLD,Mackay,"storm surge, mackay, whitsundays, tropical cyclone dylan, TCDylan, flooding",-20.755,149.5664,http://www.abc.net.au/local/photos/2014/01/31/3935692-mediarss.xml, The windows rattled the rain fell and the sandbags got soggy but north Queensland took on Tropical Cyclone Dylan with its usual sunny outlook Here what you snapped from around the traps Do you have photos to add to this gallery? Email them to hegartylaura@abcnetau,"images/0924.png"
"2013 Australia Day floods: looking forward, looking back",http://www.abc.net.au/local/photos/2014/01/29/3933981.htm,29/01/2014,http://www.abc.net.au/reslib/201401/r1230107_16209317.JPG,Mud dries and cracks on the banks of the Burnett River in Gayndah after the 2013 Australia Day floods.,Copyright: ABC | Source: ABC Online | Byline: Ross Kay,"Disasters and Accidents, Disasters and Accidents:Floods,",ABC Wide Bay Qld,QLD,Gympie,"news, floods, annniversary, north burnett, don waugh, gympie region, Ron Dyne",-26.0907,152.4571,http://www.abc.net.au/local/photos/2014/01/29/3933981-mediarss.xml, The rain just kept falling on Australia Day 2013 Ex-tropical cyclone Oswald was tracking down the Queensland coast bringing a huge dump of rain with it How are things now? Mayor of the North Burnett Regional Council Don Waugh says 12 months ago he was at home trying to get some rest but his phone was going into overdrive so he decided to come back in to the office I stayed here for three days because the water wouldn't let me get out of town anyway he said When you look at where we are now and what we've achieved and what the people have done in that time it is absolutely fantastic It was slow but it was on purpose because everything had to be done properly all the costings had to be done all the recording all the direction as to where we were heading had to be put in place We've got a pretty big area; we cover 20000 sqkms and there are 5000kms of roads that these people had to check out cost and report That was a big part of the timespan that was taken up In the Gympie region cleanup from the Australia Day floods was hampered by a second round of flooding around a month later Gympie Regional Council mayor Ron Dyne says for the most part people are getting on with life We've got all our businesses back in operation but the big problem is the farmers; they're still being impacted by the flood damage with fencing and those lucerne areas where they need to get a lot of rock off properties Cr Dyne said Our roads are in good condition All of our main townships and the city of Gympie are looking good at this stage What have we learned? Cr Waugh says one of the major lessons to come from the 2010/11 and 2013 floods is to rebuild it better In Gayndah the water supply was washed out in 2012/11 It was rebuilt on the same site then washed out again in 2013 It been moved to a new location where it should be above any future flood height and that a massive achievement in itself Cr Waugh said The many culverts and causeways through so many of these outback roads and it been happening year after year They are receiving betterment funding now so that a job will be put in place and it will be there well in to the future The Gympie region has also made use of betterment funding from the Queensland State Government We are starting to work on some roads now as far as the betterment side of things go so that these roads won't be impacted on a regular basis Cr Dyne said The Gympie mayor says he feels the lessons from previous floods have led to the gold city having a comprehensive recovery plan The CBD in Gympie itself has what I consider a very good flood recovery plan and people get back into business as soon as they can he said Unless there has been major structural damages people are back in business in five to six days after a flood occurring What we have is a very good recovery plan that is implemented right across the Gympie regional area Where to from here? The hardships endured by those affected by the floods is evident but Cr Waugh says the future looks a little brighter as the disaster has led to an attitude change across the region The feeling in the people is different he said They see where they've come from They've shown so much strength and fortitude over this period of time it had to have an effect and it has Rural counsellors are still making their way around the area through organisations like the Burnett Inland Economic Development Organisation Cr Dyne says planning continues to make the region more resilient to flood We did do a flood mitigation study for the whole of the area and there was a number of those issues identified trying to flood proof certain areas Cr Dyne said We've looked at the Goomeri area and we've looked at the levy side of things A number of them like a bridge to the (Gympie) southside is something that has been long identified but it going to be mega mega dollars and we need to address that issue Cr Waugh says the focus for the future is spreading the word about the type of country living available to people who move to the North Burnett What we want to do is advertise this area for its lifestyle he said If we can get people to accept the fact that they can buy three four or five in an area that is actually outside the town limits but is still close enough to get the services then the lifestyle that presents should be something that should appeal The Premier is saying with the 30 year plan he wants to decentralise departments into regional areas well I think this is a prime opportunity for that to happen and we're pursuing that through our council and hopefully we'll get some benefit from that as well,"images/0939.png"
Now and then: 2013 Bundaberg floods one year on,http://www.abc.net.au/local/photos/2014/01/24/3931602.htm,24/01/2014,http://www.abc.net.au/reslib/201401/r1228487_16172709.jpg,"Water rushes under the Burnett River bridge in Bundaberg at 8:30pm on January 28, 2013. Water from downstream would continue to push the river heights even further, leading to the Burnett River in Bundaberg bursting its banks.",Copyright: ABC | Source: ABC Open | Byline: Brad Marsellos,"Arts and Entertainment, Arts and Entertainment:Photography, Disasters and Accidents, Disasters and Accidents:Floods",ABC Wide Bay Qld,QLD,Bundaberg,"news, bundaberg, floods, 2013, ex-tropical cyclone oswald, anniversary",-24.9683,152.1459,http://www.abc.net.au/local/photos/2014/01/24/3931602-mediarss.xml, For some it has been a long time for others it seems like just yesterday when ex-tropical cyclone Oswald made its way down the Queensland coast One year on we look back at the devastation and commemorate the hard work and community spirit involved in rebuilding after the 2013 Australia Day floods,"images/0943.png"
The big wet across the North West,http://www.abc.net.au/local/photos/2014/01/24/3931735.htm,24/01/2014,http://www.abc.net.au/reslib/201401/r1228476_16172469.jpg,Homestead Falls at Lake Argyle in the East Kimberley,Copyright: ABC | Source: | Byline: Charlie Sharpe,"Environment:Rivers, Weather:Rainfall, Weather:Storm,",ABC North West WA,WA,Karratha,"weather, rain, pilbara, kimberley, floods, water",-20.2403,117.3416,http://www.abc.net.au/local/photos/2014/01/24/3931735-mediarss.xml, The recent tropical low that swept down from the NT and East Kimberley has brought record rain and lots of adventures for the North West and central WA regions Waterfalls in the East Kimberley gorges have become roaring cascades and the region has recieved record rainfall But many roads are now just rivers and everywhere people are waiting for the floodwaters to subside At Mingah Springs station near Nullagine Tracey Elliot recorded 185mls of rain in 24 hours It means a ot of cleaning up in the next few weeks as seen in the images Dramatic rescues have been undertaken for people stranded both in the East Kimberely and on stations near Nullagine The Bureau of Meteorology is the best place to keep up to date with weather updates Main Roads WA updates its flood warnings for a number of roads in the north,"images/0947.png"
Wettest January on record: flood stories from around the Goldfields,http://www.abc.net.au/local/photos/2014/01/23/3931118.htm,23/01/2014,http://www.abc.net.au/reslib/201401/r1228166_16165127.jpg,Jack and Grace James enjoying the rain at Woolibar Station,Copyright: ABC | Source: James Family | Byline: Supplied,"Disasters and Accidents:Floods, Weather, Weather:Rainfall,",ABC Goldfields WA,WA,Kalgoorlie,Flood Water Flooding Floods Goldfields Kalgoorlie Boulder Leonora Woolibar Gindalbie Pastoral Station Kayak Paddling Rain Weather Record,-30.4458,121.7715,http://www.abc.net.au/local/photos/2014/01/23/3931118-mediarss.xml, Kalgoorlie-Boulder and Leonora have smashed rainfall records as a tropical low brings 36 hours of heavy rainfall to the region The Great Eastern Highway was closed between Coolgardie and Southern Cross leaving people stranded with the only way to Perth cut off The Kalgoorlie to Kambalda road closed as people struggled to get to work and 10 homes in Kambalda West were flooded People on nearby pastoral properties Gindablie and Woolibar were unable to leave their stations Some mine sites were affected including the Super Pit where some areas were closed due to the downpour The flood turned dry creek beds into raging rapids as some people tried their hand at water sports including kayaking and swimming Record breaking</strong> Bureau of Meteorology Kalgoorlie manager Jenny Feast said that the weather system meant Leonora and Kalgoorlie-Boulder have both had the wettest start to the year on record Kalgoorlie-Boulder in the 24 hours before 9am this morning had 103mm up around Leonora they had 1178mm Because of this system and the system that came through as a result of Tropical cyclone Christine we have currently even though we're not yet at the end of January had the wettest start to a year on record Kalgoorlie has received 1872mm so far this month just surpassing the previous record held since 1967 Leonora has had 1734mm so far this month smashing the 2006 record of 1684mm Ms Feast said the weather system is now sitting to the east of Kalgoorlie-Boulder and will now head in a south-easterly direction towards Balladonia and Eucla The worst is past us now this drizzle will probably stick around into the evening Woolibar Station</strong> Woolibar station is between Kalgoorlie and Kambalda The James family were stuck at their house on Thursday and said water on the driveway was over 15m deep When Matt James spoke to Kirstyn March on ABC Goldfields-Esperance Mornings 130mm of rain had been recorded on the gauge It just all water and mud basically Matt said We have had a bit of an in-rush (of water) mainly on the older part of the homestead we had a little bit of water come in through the ceiling and the window frames just from the constant rain over 36 hours From a pastoral point of view it obviously fantastic there might be some minor damage to fences and roads and things like that but you would take that any day for the start to the season we've had Woolibar station runs cattle which Matt said had moved to higher ground Gindalbie Station</strong> Gindalbie station is 60km north east of Kalgoorlie-Boulder When asked by John Wibberley on ABC breakfast what he could see from his balcony Steve Tonkin replied water We can't see land anywhere we've got water all around us Steve said I'm looking probably 500m or more it flowing quite strongly One of our houses is taking a bit of water on board but most of them are alright Steve said they had recorded 180mm of rainfall and the last time such numbers were recorded was during Cyclone Bobby in 1995 Water sports</strong> The flood ways in Kalgoorlie-Boulder that usually lay dry and bare played host to paddlers and kayakers Val Maynard and her family took a kayak out to make the most of the temporary rapids at Gribble Creek in Boulder My partner thought why not get the kayak out? In some areas it was flowing pretty quickly We actually bought the kayak to take to Esperance but we thought we'd make the most of it in Kalgoorlie Val said lots of people stopped to take photos of the spectacle or tooted as they drove by They fell out a few times but it was only waist deep To see a video of the kayaking click here For more videos and photos head to the ABC Goldfields-Esperance facebook page,"images/0950.png"
"Gympie: Flood levee out, drought declaration in",http://www.abc.net.au/local/photos/2014/01/23/3930726.htm,23/01/2014,http://www.abc.net.au/reslib/201303/r1083141_12896719.jpg,Deep Water creek and the Mary River join as floodwaters leave mud and silt behind after flooding in 2013.,Copyright: ABC | Source: ABC Multiplatform | Byline: Jessica Hinchliffe,"Business, Economics and Finance, Government and Politics, Government and Politics:Local Government, Rural",ABC Sunshine & Cooloola Coasts Qld,QLD,Gympie,"flood, Gympie, drought, levy, farmers, council, Sunshine Coast, abc",-25.8907,152.7571,http://www.abc.net.au/local/photos/2014/01/23/3930726-mediarss.xml, Estimates for the flood levee project exceed $34 million Gympie mayor Ron Dyne says the cost is too much for the region What behind the recommendation is the sheer cost of what is proposed he said We initially had indication that it was going to cost $227 million and people could live with that yet there were others in the region who said they couldn't All of a sudden when you start designing and so forth and with the number of fail safe systems required the cost has increased to $344 million and it could come out a little bit further Councillor Dyne says he will recommend that council doesn't proceed That amount is out of our budgetary considerations therefore at the council meeting next Wednesday I will lobby against it Future plans </strong> With the region looking for options the mayor hopes the pre-design stage will help secure funding What we needed to do was to prove that the levee could be constructed and we've gone to the pre-design stage which indicates one can be created Councillor Dyne says it disappointing for him to make such a decision I'm extremely disappointed that all through my life I've been taught that when you see a problem that you try and fix it he said I can remember standing down there four times in one year and two times in one month and seeing that water come under the highway and inundate the CBD The mayor isn't confident that other governments can help When we went into this we said $227 million was our limit; if we can now have discussions with Commonwealth and State Government we will From floods to drought </strong> As the town looks to dismissing a flood levee warm weather has lead to drought conditions in region Councillor Dyne says farmers are hurting to the west of the Mary River It dry out there and I was approached by farmers late last night and I've had discussions with my councillors he said We will approach the State Government to look at getting a drought declaration and that will mean they can then claim on the ability to take cattle out of the area or bringing fodder in They are all doing it tough it quite amazing that this time last year we were in the depths of an awful downpour and now we're so dry we have farmers outlaying money for fodder and supplements,"images/0951.png"
Honey outlook not so sweet for local beekeeper,http://www.abc.net.au/local/photos/2014/01/20/3928812.htm,20/01/2014,http://www.abc.net.au/reslib/201401/r1226659_16130054.jpg,One of Jim Watson's bees,Copyright: ABC | Source: ABC Goldfields | Byline: Rebecca Brewin,"Rural, Science and Technology:Animals:Invertebrates - Insects and Arachnids,",ABC Goldfields WA,WA,Kalgoorlie,Honey bees production making season rain floods heat Jim Watson Kalgoorlie Boulder Goldfields,-30.6458,121.9715,http://www.abc.net.au/local/photos/2014/01/20/3928812-mediarss.xml, Local beekeeper Jim Watson has seen a large drop in honey production as the wider WA honey industry braces for a tough year For Kalgoorlie beekeeper Mr Watson last years heavy rainfall has put a dampener on honey production The beginning</strong> Mr Watson first dabbled with bee keeping 30 years ago in Perth with a friend About 30 years ago in Perth I was a builder and had a joinery shop I had a friend who got out of engineering and went beekeeping and I made up all his bee frames for him Then I went out with him and picked it up from there The chance to keep bees in Kalgoorlie began when Mr Watson was working for the City of Kalgoorlie-Boulder About 10 years ago I used to work for the council and someone rang up the rangers and complained about the bees and they said we don't do bees and I thought hang on I used to do them years ago lets go out and have a look So I went out and picked up a swarm and put them in a cereal box madly knocked a frame up and put them in there and it just been picking up ever since then Making honey</strong> Mr Watson currently has hives in five separate locations which house approximately 100000 bees each In a good season Mr Watson harvests around eight or nine tonnes of honey most of which is sold to a company in Perth What we sell at the honey pool would be four or five tonnes but I'm not sure how much my wife sells out at the markets It a passion and a hobby not so much a livelihood but the money is nice The sting of heavy rain</strong> This season Mr Watson has seen a drop in the amount of honey coming in Last year was good like I said eight or nine tonnes all up I had about 40 hives and they were all going well so we got a lot then This year I'm getting plenty for the local market which my wife sells but commercially we haven't got much at all Heavy rainfall has caused growth in the bush but not flowering buds (It the) lack of flowering trees I really think it because we've got a funny season and the trees aren't blossoming like they used to or like they did last year If you go up around Kalgoorlie you get a tree called a Torquata or Coral Gum and they've got a beautiful little pink flower on and the honey from that is exquisite I think it better than the jarrah honey The nectar drops off the trees when they're producing but there been nothing this year Being an arid tree I don't think they're used to having so much water around there which has stopped them flowering Mr Watson said the bees were most likely picking up nectar from gardens around town With only two to three months left until the end of the season Mr Watson will not make up the shortfall in honey experienced so far He hopes a drier year will lead to a better season next year,"images/0960.png"
A constant reminder,http://www.abc.net.au/local/photos/2014/01/09/3923237.htm,9/01/2014,http://www.abc.net.au/reslib/201401/r1223038_16046561.jpg,"Ray Van Dikj lives with a constant reminder on his arm of the day that changed Grantham. ""At the bottom of the wave is a little canoe I rescued people in on January 10, 2011. There's a lightpole and a house. That lightpole saved my life when the house across the road was headed towards us. Then I have a sun at the end of the tattoo, which is for the light at the end of the tunnel. But it's not fully bright yet.""",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Community and Society, Disasters and Accidents, Disasters and Accidents:Floods,",ABC Southern Queensland,QLD,Grantham,"grantham, flood anniversary inland tsunami tattoo three years 2011 lockyer valley",-27.5667,152.2,http://www.abc.net.au/local/photos/2014/01/09/3923237-mediarss.xml, I'm scarred in the mind from it all so I might as well have a tattoo about it I'm watching the alerts always outside looking where the storms are coming from and checking the Bureau of Meteorology website After what happened in 2011 you wonder what going to happen next His home at 6 Harris Street survived the 2011 flood but has now been relocated to a new estate the council built as part of a land swap I'm on stumps on a hill now but there still a lot to build I'll never forget what happened that afternoon There were a lot of good people we lost But we're slowly getting there It not the same as it used to be before the flood it changed the whole town Van Dikj says he hopes the sun will indeed shine brighter in Grantham Just try and focus on the good stuff we'll get there,"images/0986.png"
