Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
In photos: the aftermath of Nimbin's destructive fire,http://www.abc.net.au/local/photos/2014/08/14/4067344.htm,14/08/2014,http://www.abc.net.au/reslib/201408/r1316377_18169593.jpg,People begin to sift through the remains of Nimbinﾒs Rainbow Cafe and the Nimbin Museum after fire destroyed the buildings.,Copyright: ABC | Source: ABC Local | Byline: Richard Johnson,"Community and Society, Disasters and Accidents, Disasters and Accidents:Fires,",ABC North Coast NSW,NSW,Nimbin,"Fire, damage, accident, Nimbin, town, tourism, RFS, New South Wales, NSW, history, Australia, 2014, August, ABC North Coast, Robert Virtue, disaster, tourism, ABC, Richard Johnson, photos",-28.5956,153.2223,http://www.abc.net.au/local/photos/2014/08/14/4067344-mediarss.xml, The small community of Nimbin in northern New South Wales is beginning to pick up the pieces after a large fire destroyed three historic buildings in the town Nimbin is beginning to come to terms with the fact that three of their historic buildings are gone The fire broke out in the early hours of Wednesday August 13th 2014 By the time fire fighters arrived there wasn't much they could do to save the historic Rainbow Cafe the Nimbin Museum and another building All three were destroyed while two others were severely damaged Now the recovery effort has begun with locals surveying the damage caused by the fire (Words by Robert Virtue),"images/0448.png"
Archival photos of the Cowra POW camp,http://www.abc.net.au/local/photos/2014/08/05/4061056.htm,5/08/2014,http://www.abc.net.au/reslib/201408/r1312361_18072121.jpg,"Clothing hangs on the barbed wire fences of the Cowra POW camp, while a body lies dead after the breakout, August 5th 1944.",Copyright: ABC | Source: Supplied | Byline: Australian War Memorial,"Community and Society, Community and Society:History, Community and Society:History:World War 2, Unrest, Conflict and War",ABC Central West NSW,NSW,Cowra,"World War Two, Cowra Breakout, Cowra POW camp, Cowra, prisoner of war, Japanese, Japan, soldiers, death, suicide, gun, gunfire, New South Wales, NSW, Australia, 70th anniversary, seventieth, years, August 5th 1944, history, life, dead, burial, ABC, ABC Central West, 2014, Robert Virtue, western NSW, west, war, combat, conflict, Japan, army, military, humanity, peace, Australian War Memorial",-33.8371,148.6954,http://www.abc.net.au/local/photos/2014/08/05/4061056-mediarss.xml, The Cowra Prisoner of War camp was built in 1941 with 4000 soldiers detained at the site during World War Two In the early hours of August 5th 1944 the Japanese prisoners at the camp staged a breakout The escape left over 230 Japanese and four Australians dead with hundreds of others injured Seventy years on Cowra has forged a strong bond of friendship and reconciliation with the people of Japan It an event that happened here you can't change history said Chairman of the Cowra Breakout Association Lawrance Ryan We can't say it never happened we've got to acknowledge that it did happen It not a world-wide known event like the death of John F Kennedy or man landing on the moon; but if you come from Cowra there two times in Cowra history before the breakout or after the breakout I think I'm pretty lucky that I live after the breakout,"images/0479.png"
Humanity amongst bloodshed: stories of compassion after Cowra's deadly breakout,http://www.abc.net.au/local/photos/2014/08/01/4059073.htm,1/08/2014,http://www.abc.net.au/reslib/201408/r1311059_18041506.jpg,"Japanese prisoners who escaped from the Cowra POW camp sip a cup of tea, given to them after their recapture.",Copyright: ABC | Source: Supplied | Byline: The Weir family of Cowra,"Community and Society, Community and Society:History, Community and Society:History:World War 2,",ABC Central West NSW,NSW,Cowra,"World War Two, Cowra Breakout, Cowra POW camp, Cowra, prisoner of war, Japanese, Japan, soldiers, death, suicide, gun, gunfire, New South Wales, NSW, Australia, 70th anniversary, seventieth, years, August 5th 1944, history, life, dead, burial, ABC, ABC Central West, 2014, Robert Virtue, western NSW, west, war, combat, conflict, Japan, army, military, Kia Handley, Bruce Weir, tea, cup of, scones, humanity, peace",-33.8371,148.6954,http://www.abc.net.au/local/photos/2014/08/01/4059073-mediarss.xml, The Cowra breakout saw hundreds of people die; but some extraordinary moments of compassion also happened during the bloodshed During the breakout hundreds of Japanese stormed at the camp fences under a hail of machine gunfire from the Australian guards Over 300 prisoners escaped into the paddocks surrounding the camp while four Australians and 231 Japanese soldiers were slaughtered in the breakout Through the bloodshed and pain came some poignant moments of humanity In a volatile era where opinions of the enemy were resolutely negative the Cowra public was on tenterhooks when the breakout happened Bruce Weir had just turned 16-years old when the breakout erupted He lived on a farm in Cowra with his parents and 14-year old sister The morning of the breakout my father and I left the house early to move some sheep he said He didn't expect what happened next Three  Japanese  soldiers approached and indicated that they were seeking food So we took them over to the house where my mother gave them freshly baked scones bread with butter and jam and provided them with a jug of freshly brewed tea But the events of that cold winter morning for Bruce and his family had only just begun They were wearing old felt hats of my father  and  they had knives and screwdrivers protruding from the pockets of their tunics Those items we knew came from the shearing sheds So Bruce and his father armed themselves (his dad with a double-barrelled shot gun and he with a 22 calibre rifle) and set off towards the shed We came upon another Japanese soldier attempting to commit suicide He had found a length of rope and had a noose tied around his neck and was attempting to affix it to a rafter in the shearing shed hut When disturbed he rushed out past my father  and  turned around and faced us standing at ease said Bruce After a moment or two he withdrew one hand  and  pointed to his heart indicating that he wanted us to shoot him That was not on the cards of course and eventually he walked back to the house with us A few days later after the military gave the all-clear for civilians to return to their normal lives because the escapees had been rounded up Bruce was home alone and decided to go rabbit shooting With a shot gun in one hand and a shovel and mattock in the other he traipsed a mile and a half to the back paddock of his family farm I put the loaded gun the mattock and the shovel by the rabbit burrow  and  walked about fifty yards to a recently fallen eucalypt tree said Bruce I looked down and there only 18 inches from my feet were the soles of two boots I stopped whistling and was transfixed at the spot with fear I've never experienced fear like it in my life My eyes followed the boots along and there lying face-down and perfectly camouflaged under the trunk of a tree was the body of a Japanese soldier Believing the man was dead Bruce carried on his afternoon of shooting Later that night he told his father who then notified the military A team was sent out to recover the body  It was  a pitch-black night  with a  sub-zero temperature I got to the spot and told them (the military) where the body was he said They shone their torch and there was nothing there I wasn't very popular; they'd been brought out on a wild goose chase The next day 500 military personnel were assigned to search the property in daylight They found two Japanese soldiers very much alive They had apparently been there for eight days in sub-zero night time temperatures without food and the most rudimentary of shelter said Bruce My mother insisted that she give them something to eat much against the better judgment of some of the soldiers But she prevailed These moments of compassion (and the whole experience) have stuck in Bruce mind over the decades Some 40 years after the breakout Bruce was reunited with one of the Japanese soldiers who he is adamant was cared for by his mother The soldier admitted that he and his fellow countrymen had intended to commit suicide by throwing themselves under the Cowra mail train Instead of committing suicide he happened to meet my mother who probably not only gave him something to eat but perhaps showed him another way said Bruce Seventy years on Bruce believes Cowra has embraced its past and will never forget what happened in the early hours of August 5th 1944 I would like to think that the misunderstanding that was evident in 1944 between the Japanese and Australians has somewhat been alleviated by the events that have happened in Cowra in the intervening years since I'd like to think also that what my mother did was the first thing in a very long chain of events that enabled the building of that bridge across the gap of misunderstanding Bruce Weir spoke to ABC Central West Kia Handley </strong> Click on the audio player to listen to Bruce story,"images/0483.png"
Education for front line in war on fire ants,http://www.abc.net.au/local/photos/2014/07/16/4047087.htm,16/07/2014,http://www.abc.net.au/reslib/201407/r1308669_17983139.jpg,"Fire ants can be recognised by their coppery colour and range of sizes, from two to six millimetres","Copyright: ABC | Source: Dept. Agriculture, Fisheries and Forestry | Byline: Submitted","Environment, Environment:Pests,",ABC Wide Bay Qld,QLD,Toowoomba,"news, fire ants, bundaberg, lockyer valley, south east queensland, biosecurity queensland",-27.5622,151.9528,http://www.abc.net.au/local/photos/2014/07/16/4047087-mediarss.xml, The battle against the destructive imported pest fire ants rages on across the south-east corner of Queensland with farmers in the Lockyer Valley a little wiser on what to look for Biosecurity Queensland has been holding information sessions with farmers to make sure they know what to look for The public just plays such a critical role about 70 per cent of our detections are found by the public said Kimmi Wolfenden senior liaison officer Our restricted areas (are) from the Redlands out in the east right through the Lockyer Valley down to Scenic Rim and through the Ipswich Logan and Brisbane councils as well Geographically it is a large restricted area that we have in place but the actual area of infestation we're looking at is about 2300 hectares within that large area So the amount of infestation is actually very low it just spread along a large geographical area which is obviously our challenge Battle tactics At the information session in the Lockyer Valley about 80 people attended to see a nest of the stinging pest destroyed by officers Ms Wolfenden says they take a two pronged attack We've got a bait that is very effective; we use a crushed corn soaked in soy oil we also use what is called an insect growth regulator which is commonly used in dog and cat flea collars she said What happens is the worker ants pick up this crushed corn and they feed it to the queen and she becomes sterile so that every egg she lays then becomes unviable Because the worker ants only live for three to six months the whole colony dies out When we find a nest we destroy it using a knock down chemical so we flood the nest with an insecticide and then use that bait to treat any other nests that we can't see We'll return about 12 weeks later with our odour detection dogs just to make sure that treatment has been successful The odour detection dogs have been trained to detect traces of the pest and can pinpoint even one rogue worker ant We have a team of eight dogs that can literally find one worker ant so they're very good at what they do Ms Wolfenden said It is an ongoing battle The support that we're seeing in the Lockyer Valley is fantastic and we're certainly aware the Lockyer Valley community is not willing to live with fire ants which is great What to look for Fire ants range from about two to six millimetres in size and construct a mound nest that looks a little different to the typical ant colony The key feature is the nests that they build don't actually have holes on the top like out native ants Ms Wolfenden said They're a coppery colour; I like that the farmers described them as a beer bottle colour with a darker tail Ms Wolfenden says the pest impact can be disastrous and evident by their effect on the lives of Americans People in the US can't go out enjoy their backyards for fear of being stung she said It very nasty and it will sting you multiple times so you end up with these horrendous sting sites and it very very painful hence the name fire ants To find out more about fire ants visit the Biosecurity Queensland website  or call 13 25 23 to report a suspected nest,"images/0503.png"
Capturing meteors over the Nullarbor,http://www.abc.net.au/local/photos/2014/07/24/4052975.htm,24/07/2014,http://www.abc.net.au/reslib/201407/r1307068_17945052.jpg,A less than 3.5 second fireball captured by more than 2 of the Automated Desert Fireball Observatories across the Nullarbor Plain.,Copyright: ABC licensed | Source: Desert Fireball Network Curtin University | Byline: Supplied,"Science and Technology, Science and Technology:Astronomy (Space),",ABC Goldfields WA,WA,Kalgoorlie,Fireballs in the Sky Desert Fireball Network Meteor Meteorite Nullarbor Plan Kalgoorlie Kanandah Station Goldfields Science Astronomy,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/07/24/4052975-mediarss.xml, At least 50000 meteors are visible from the earth surface every year but they aren't often seen or recorded The Desert Fireball Network aims to change that The cameras take hundreds of photos every night while a video camera detects meteor movement Our researchers at Curtin can then follow it up Curtin University Geoscience Outreach officer Jay Ridgewell said When a couple of cameras take photos of the same fireball they can use that as well as data to be able to find out and triangulate where it came from in space and where it landed if it did in fact land This information can unlock clues about the world and universe we call home It finding out more about the world we live in the origins of our solar system and that can tell us about what going on out there what happened at the start of the solar system and where things are going next It can also tell us what might be happening in other solar systems out further in space But finding meteorites which by the time they touch down to ground are mostly small black rocks can be difficult That why the Australian desert is a prime location for spotting and finding meteorites Finding them in the bush is quite hard and finding them in the city is even harder Australia is quite unique in that we've got such a vast desert and that it a rocky red desert we can track something down from the cameras and then go out and see if we can actually find it A camera located 350km east of Kalgoorlie-Boulder at Kanandah Station may have helped capture a less than 35 second fireball over the Nullarbor Plan recently Jay said To help bolster the work of the cameras the Curtin team have developed a smart phone app called Fireballs in the Sky so that people can help provide information on meteors in their area The app records things like your location through the GPS on the phone the angle that you're pointing the phone at and then you put in how long it took whether it was bright or a colour and then you send it off to the researchers They use that data to do the very same things as the cameras in the DFN so the more entries we get we can use for maths to triangulate the data for that fireball and that will tell us where it came from in space and where it might have landed As for Armageddon -style fireball disasters a large scale event is rare Jay said Meteors do come down all the time But most of them land in the ocean or burn up and a big event might happen once every century so the chances of it hitting somewhere populated are pretty slim But the whole point of doing research on these kinds of things is to understand it better so if something was going to happen way in the future then maybe we'd be able to do something about it Find out more about the Desert Fireball Network and the Fireballs in the Sky app or visit the display in the foyer of the Kalgoorlie Town Hall until September 30,"images/0553.png"
Repairs underway on Port Germein Gorge Road,http://www.abc.net.au/local/photos/2014/07/02/4037779.htm?site=&xml=4037779-mediarss.xml#bigpicturepos,2/07/2014,http://www.abc.net.au/reslib/201407/r1297554_17719359.jpg,"The power and force of the flooding through the gorge is especially evident in this part of the road. As the water rushed down the creek, rocks and debris are likely to have collided with this section of wall, causing extensive erosion and damage to the stonework and sealed road",Copyright: ABC | Source: ABC | Byline: Eloise Fuss,"Business, Economics and Finance:Regional Development, Community and Society, Disasters and Accidents, Disasters and Accidents:Fires",ABC North and West SA,SA,Port Pirie,"Port Germein Gorge Road, Mid North, Bangor bushfire, fire, trees, flood, damage, erosion, repair, rebuilding, rocks, contractors, Department of Planning, Transport and Infrastructure",-33.1948,138.016,http://www.abc.net.au/local/photos/2014/07/02/4037779-mediarss.xml?site=&xml=4037779-mediarss.xml#bigpicturepos, Locals described the iconic road as a mess after large roadside gums were first destroyed by the Bangor fire followed by a flood which washed away much of the remaining road infrastructure Following the damage rumours swirled among local communities that the road would never be reopened But as the work taking place proves the road will soon return Up to 300 trees in the gorge were identified as posing a risk to motorists and have either been removed trimmed or listed to be monitored The most time-intensive and costly parts of the gorge road repair relate to the historically significant stone walls which support it with approximately 17km of the road wall damaged beyond repair and requiring replacement The road was not officially heritage listed but local residents have ancestors who were part of its building in the 1930 At the time the gorge road project was part of an effort to address huge unemployment in the region due to depression and drought The predicted opening of the road in late August will be a relief to communities around the range who regularly use this route to travel for reasons ranging from work to sport and medical appointments,"images/0627.png"
"Beyond the Bangor fire front, volunteers ablaze",http://www.abc.net.au/local/photos/2014/01/30/3935084.htm?site=&xml=3935084-mediarss.xml#bigpicturepos,30/01/2014,http://www.abc.net.au/reslib/201401/r1230692_16225606.JPG,A thank-you sign tied to the fence at the entrance to the volunteer camp at Port Pirie's Memorial Oval,Copyright: ABC | Source: ABC | Byline: Eloise Fuss,"Community and Society, Community and Society:Volunteers, Disasters and Accidents, Disasters and Accidents:Fires",ABC North and West SA,SA,Port Pirie,"Bangor bushfire, volunteers, Southern Flinders Ranges, Port Pirie, CFS, Country Fire service, camp, SES, South Australia, fire, summer, danger, Salvation Army Emergency Relief team",-33.1948,138.016,http://www.abc.net.au/local/photos/2014/01/30/3935084-mediarss.xml?site=&xml=3935084-mediarss.xml#bigpicturepos, When bushfires threaten our homes we turn to volunteers to help us halt them January has seen a number of fire emergencies across South Australia with the fire at Bangor proving particularly difficult to contain Take a tour of the make-shift base camp set up as a home away from home for the volunteers who battle the flames Entering into another week of heatwave conditions he says communities need to remain vigilant as the fire could again pose at threat We won't be really considering this fire safe until we get some rain in the area Follow the state bushfire recovery efforts at ABC Emergency,"images/0690.png"
Mysterious fireball may have landed in western Qld,http://www.abc.net.au/local/photos/2014/05/22/4009670.htm,22/05/2014,http://www.abc.net.au/reslib/201405/r1279423_17311133.jpg,Flaming object falling from the sky (bottom right of photo) seen looking east from Mount Isa about 6:30pm AEST on May 15.,Copyright: ABC | Source: Contributed | Byline: Virginia Hills,"Science and Technology:Astronomy (Space),",ABC Western Queensland,QLD,Jericho,"meteorite, jericho fireball, mysterious ball of fire, where did the fireball land, curtin university, astronomy, david finlay, ash moore, abc western queensland, blythe moore, townsville, mount isa, longreach, emerald",-23.6,146.1167,http://www.abc.net.au/local/photos/2014/05/22/4009670-mediarss.xml, An amateur astronomer says a mysterious fireball seen in Queensland skies last week may have landed in the small outback town of Jericho He says his research indicates the fireball landed in Jericho about 200 kilometres from Longreach More than likely one of the cattle station owners out in that region one day will stumble across it but the value here is to find this specimen this sample quickly while it fresh while it hasn't been weathered he said That way some really good science can be performed on it as a fresh sample Mr Finlay is calling for CCTV footage from roadhouses petrol stations or mining companies around western and central Queensland He says such video footage could be invaluable in the search for the mysterious object If we got footage of this I could just about tell you what paddock this is in he said Mr Finlay says he has already gathered several accounts from people who saw the fireball in the sky Residents from Cunnamulla to Townsville reported seeing the object but there are no reports of any debris found on the ground Kim Vega saw the incident from north-west of Boulia It was like an explosion but without a sound she said It was like an atomic bomb effect when it would have hit the ground and all the trees and the skies lit up Mr Finlay says the significance of the event should not be underestimated He says he is putting together his research under the guidance of Curtin University in Western Australia Astronomer Owen Bennedick from Wappa Falls Observatory on the Sunshine Coast last week suggested the object was not a meteor but more likely part of a satellite re-entering the Earth atmosphere,"images/0759.png"
Burst water main at Bilgola causes small sinkhole and damage to properties,http://www.abc.net.au/local/photos/2014/05/13/4003340.htm,13/05/2014,http://www.abc.net.au/reslib/201405/r1275304_17220096.jpg,Fire Truck sinks into the road due to a burst water main at Bilgola,Copyright: ABC | Source: | Byline: Lucy Carter,"Disasters and Accidents:Floods,",ABC Sydney,NSW,Bilgola,"bilgola, beaches, water main, burst, news, sydney, sinkhole, manly, barrenjoey, north, northern area, geology, rocks, fire and rescue, new south wales, truck, flood, emergency",-33.6167,151.3167,http://www.abc.net.au/local/photos/2014/05/13/4003340-mediarss.xml, A fire truck has been removed from a sinkhole in Bilgola a number of properties have been damaged and several homes have been evacuated due to flooding from a burst water main The fire crew was responding to reports of flooding due to a burst water main about 400am when the vehicle hit what they thought was a pothole on The Serpentine Road Crew members said they scrambled out of the truck when the ground opened up beneath them A caller to Robbie Buck Breakfast program on 702 ABC Sydney Matt from Avalon said he could see a fire truck everely on its side at the Serpentine at about 650am A police spokesman says there have been similar incidents on The Serpentine road in the past and residents are aware of the issue The people who have been evacuated self-evacuated so they're looking after themselves he said There one couple we are providing some assistance with using the SES The crew evacuated the truck safely Linda Mottram continued to follow the story and spoke to cave and geology specialist Armstrong Osborne associate Professor of Science Education at Sydney University about whether or not the incident at Bilgola should be classified as a inkhole Well it is but these sorts of things are extremely rare in natural circumstances because there aren't many places in nature where you get water coming up from below in soft ground and the whole thing falls in If you've got a lot of sand and a large high pressure water pipe underneath these things can happen said Osbourne Just after 1000am Steve Moran from Fire and Rescue New South Wales said that removing the fire truck is quite a difficult operation Due to the fragile nature of the roadway there needs to be a lot of care about how we remove the truck 50 homes in Bilgola are currently without water due to the incident Sydney Water expect the water main to be repaired by around 6pm,"images/0784.png"
Bush orphans escape bushfire,http://www.abc.net.au/local/photos/2014/05/13/4003238.htm,13/05/2014,http://www.abc.net.au/reslib/201405/r1275038_17214645.JPG,Rena Gaborov feeds a group of hungry orphaned wallabies.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Disasters and Accidents, Disasters and Accidents:Fires, Disasters and Accidents:Fires:Bushfire, Human Interest",ABC Gippsland Vic,VIC,Bendoc,abc gippsland wildlife carer bushfire fire animal burnt depi goongerah,-37.1333,148.8667,http://www.abc.net.au/local/photos/2014/05/13/4003238-mediarss.xml, Rena Gaborov spent many nervous days and nights watching bushfire approach her property in Goongerah she had not only herself and her partner to think of in the event of an evacuation but three orphaned wallabies a few birds and some wombats The Goongerah-Deddick Trail fire burned for about 60 days destroying property livestock and homes in the area Ahead of one of the worst weekends of the fire Rena was able to release some of the birds she was caring for and loaded up four wombats into her car to evacuate them to another shelter in Cape Conran I was really worried about them at first because a lot of them were older so they looked really stressed when they found out that we were putting them in a car but pretty soon they all snuggled up together and fell asleep she says Rena then had to move the orphaned wallabies she cared for to another shelter in Bendoc When that town was evacuated she moved the three wallabies again this time with an addition of four more from the Bendoc shelter These guys went on a bit of a tour she says gesturing to the swamp wallaby sucking on a bottle of milk at her feet The valley the town of Goongerah is nestled in remained a green oasis in the fires Animals escaping the blaze gathered around the houses A lot of them I noticed weren't moving properly and would have had burnt feet Rena says After the bushfire was contained Rena and Joe dropped donated food pellets in areas where the bush was stripped bare to provide food for any remaining wildlife Basically I did that for a few weeks every couple of days most of the areas most of the pellets would be gone Rena says Even though Rena saw many animals perish in the fire some animals manage to strive in the aftermath Lyrebirds they are in the most burnt out areas and they're quite clumsy and they don't fly so well but they know how to survive fire! she laughs     Rena Gaborov speaks about her ordeal moving the wildlife she cares for during the Goongerah-Deddick Trail bushfire,"images/0787.png"
Loss of historic pub fragments the Buchan community,http://www.abc.net.au/local/photos/2014/04/29/3994423.htm,29/04/2014,http://www.abc.net.au/reslib/201404/r1269397_17084301.JPG,A bottle cap sits on the ground outside the fence that seperates the street from what remains of the Buchan Caves Hotel.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Community and Society, Community and Society:History, Sport, Sport:Australian Football League",ABC Gippsland Vic,VIC,Buchan,abc gippsland history buchan caves hotel fire burnt police football netball cavemen,-37.4976,148.1725,http://www.abc.net.au/local/photos/2014/04/29/3994423-mediarss.xml, On a week day in Buchan people file in and out of the post office and roadhouse on the main street as night falls the town goes quiet Where once the pub would have stood lit up and bustling with regulars there is a pile of burnt rubble When the pub first burnt down I think the biggest concern was it was a place where we all gathered it was a social centre and a lot of great wins over the years the pub is where we would go and celebrate says Kate Hodge president of the club After the fire the Buchan football and netball club has opened its doors a couple of times a week to offer locals a meal and somewhere to meet up in the evening However the club licence to serve alcohol runs out at 6pm meaning most locals disperse early and the club struggles to find volunteers to run the nights Most of the club trophies memorabilia and photos dating back to the early 1900s went up in flames with the pub Despite this loss the Buchan Cavemen are seen as the team to beat this season in the Omeo and District League If anything I think it made the club think well we have to step up we've got a responsibility now as the other major social place where people get together  Ms Hodge says The loss of a meet up place is not only damaging the social scene in the town  it also affecting locals connection with other rural lifelines such as football and cricket David Wisnewski is the owner of the Buchan Roadhouse across the road from where the pub used to be he also is a shareholder in the pub He says he has noticed regular customers who used to come in and talk about footy tipping at the pub and the local games now don't show as much interest He doesn't have the same interest because there no footy picks when you've got your footy picks you're interested in the results of each game Mr Wisnewski says He says locals including himself are travelling out of town to have a drink and a meal since the closure of the pub and that has a social impact From what I've seen it caused a fragmentation in the social life  of the town  Mr Wisnewski says Easter weekend is usually one of the busiest times of the year for Buchan with the popular rodeo and pony club events Former Buchan Hotel publican and plumber in the town Greg Brick says the town seemed quieter this year His view is echoed by a few other businesses in town Mr Brick had to watch his own history as part of the pub burn when it was destroyed When I first heard someone rang me and I didn't believe it was burning down It sad he says A few businesses in Buchan are now looking at trying to take on the pub role opening late in town but for now the town tries to survive without it     Locals from Buchan are trying to cope after the loss of the Buchan Caves Hotel which burnt down weeks ago,"images/0836.png"
New technology used to restore Port Arthur history,http://www.abc.net.au/local/photos/2014/04/22/3989992.htm,22/04/2014,http://www.abc.net.au/reslib/201404/r1266446_17016069.JPG,Part of the decaying walls of the penitentiary,Copyright: ABC | Source: ABC Local | Byline: Fred Hooper,"Community and Society:Careers, Community and Society:History:18th Century, Community and Society:History:19th Century, Community and Society:History",ABC Hobart,TAS,Port Arthur,"ABC 936 Hobart, Port Arthur, Marita Perry, tours, ghosts, construction, stabilisation, system, historic, history, work, Tasmania, tourism, standards, Australian, storm, fire, flooded",-43.1333,147.8333,http://www.abc.net.au/local/photos/2014/04/22/3989992-mediarss.xml, It been there for 40 odd years now and it tired and due for a change says Marita Perry the acting conservation manager at the Port Arthur historic site Sitting in one of the historic rooms attached to the penitentiary Marita explains the whole stabilisation project was triggered by environmental factors In 2011 there was a storm surge that broke through the sea wall here and flooded the penitentiary and the grounds around it That when we started to question what we needed to do to protect the penitentiary from the environment explains Marita Under the Australian Building Codes Board standards the building capacity only met 10 to 30 per cent of the requirements That was when we knew we had a problem and we had to change something says Marita The new structure is more or less a stainless steel skeleton that will be hidden in the existing walls of the building We will be able to see more of the building than we can see now it will be a lot less intrusive and very minimal says Marita The irony of using such state of the art technology to restore a building from hundreds of years ago has not been lost on Marita It very obvious to us Especially with digging the slots for the ground beams we're finding remnants of the original uses of the building in the ground she says The construction of the stabilisation system has at times become an archaeological dig with the original uses of the grounds from hundreds of years prior beginning to surface We are getting to see these hand cut timbers these hand worked metals things like that it very different to the technology we're using today We have had to change the angle of one of the ground beams because we've come across some massive sand stone slabs we're not really sure what they're use was Marita explains The stabilisation project is expected to be completed in early December 2014,"images/0838.png"
Dereel's destroyed possessions reborn as cutting edge art,http://www.abc.net.au/local/photos/2014/03/27/3972439.htm,27/03/2014,http://www.abc.net.au/reslib/201403/r1254653_16749416.jpg,"Jeffrey Kirsten with his alien, which is made out of scrap metal from the Dereel fire.",Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Arts and Entertainment, Arts and Entertainment:Visual Art, Arts and Entertainment:Visual Art:Sculpture, Community and Society",ABC Ballarat,VIC,Dereel,"fire, bushfire, Dereel, art, sculptures, artwork",-37.8167,143.75,http://www.abc.net.au/local/photos/2014/03/27/3972439-mediarss.xml, One year ago a fire destroyed 16 homes in Dereel While some in the community are still struggling to rebuild their homes and lives retired welder Jeffrey Kirsten is using his creativity and skills to create art from the scrap metal the fire left behind There a pig made from two gas cylinders a big cat made from horseshoes a Scottish Terrier made from bicycle chains Then there are the more difficult to identify creatures - such as something that could be an echidna with horns made from exercise bike handles But standing in pride of place at the front gate - with its screw claws raised threateningly and screw teeth bared - is a two metre high alien Jeffrey says 95 percent of the alien parts - of which there are hundreds - came from the fire So this whole thing you could say has arisen and come out of the fires And that why I made it The retired welder and boilermaker says he started making the sculptures when he noticed lots of material - scrap tools springs compressors gas bottles - lying around after the fire Everyone was going to get rid of this and I was looking at it and thought I could use that and maybe do something with it While Jeffrey says he always been creative and enjoys drawing before he was retired he didn't have enough time to pursue his artistic interests Primarily his sculptures gave him something to do and he was able to use his welding skills to put his creatures together It kept me from being bored and I thought I'll make them and then I'll stick them all over the yard and then people who live here can see them all and they'll enjoy looking at it Jeffrey creatures attracted a lot more attention than he expected and soon people were asking if they were for sale He now sold - sometimes reluctantly - about 15 of his sculptures mostly to locals It gives me satisfaction knowing they like it and it also gives me satisfaction knowing that they know where it comes from and that one of the reasons why they bought it They bought it for the artwork but they also bought it because it came out of the fire     Lily Partland speaking with Jeffrey Kirsten about his scrap metal sculptures,"images/0922.png"
Water bombers to refill faster at Millicent,http://www.abc.net.au/local/photos/2014/03/27/3972709.htm,27/03/2014,http://www.abc.net.au/reslib/201403/r1255090_16758472.jpg,A new water-filling system at Millicent airbase will halve the time it takes to refill aircraft.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Disasters and Accidents:Emergency Planning, Disasters and Accidents:Fires, Disasters and Accidents:Fires:Bushfire, Government and Politics:Local Government",ABC South East SA,SA,Millicent,"abc, fire, season, Mount Gambier, Millicent, airport, airbase, CFS, water, refilling, system, OneFortyOne Plantations, Wattle Range Council, Peter Gandolfi",-37.5953,140.3481,http://www.abc.net.au/local/photos/2014/03/27/3972709-mediarss.xml, A Country Fire Service (CFS) standard pump and 5000-gallon tank have been added which in addition to existing facilities means the airbase will be able to support multiple aircraft with a quicker turnaround Millicent CFS Captain Phil Richards said the new system effectively halved the time it took to fill the planes Taking between 2500-2800 litres of water each run the planes used to take around four minutes to fill but now can effectively fill up in as little as two minutes Mr Richards said the time saving measure was essential when it came to battling large fire fronts The new system was funded by OneFortyOne Plantations in addition to three thermal cameras and an upgrade flagged for the Penola North tower later this year Chief Operating Officer of OneFortyOne Plantations Owen Trumper said the measures had come about through discussions with the CFS and Wattle Range Council Mr Trumper said it would not only protect the company assets but enhance the CFS ability to fight and prevent fires in the region Wattle Range Mayor Peter Gandolfi welcomed the new equipment saying council was increasingly conscious of the fire danger each year Any measure we make to assist in fire detection and prevention is a positive one,"images/0923.png"
