Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
Queensland sailing club holds onto young members,http://www.abc.net.au/local/photos/2014/12/15/4148833.htm,15/12/2014,http://www.abc.net.au/reslib/201412/r1368814_19291614.jpg,Children aged six to 12 are given an introduction to sailing through the Tackers program. The program is being run by the Keppel Bay Sailing Club to encourage junior membership.,Copyright: ABC | Source: ABC Local | Byline: Alice Roberts,"Arts and Entertainment:Kids Games and Links:Clubs, Lifestyle and Leisure:Clubs and Associations, Sport, Sport:Other Sports:Sailing",ABC Capricornia,QLD,Yeppoon,"Tackers program, Keppel Bay Sailing Club, sports coordinator Matt Hunter, Conrad Byrt, sailing",-23.1281,150.7445,http://www.abc.net.au/local/photos/2014/12/15/4148833-mediarss.xml, A Queensland sailing club says it hopes a new national junior program will help build their youth membership Keppel Bay Sailing Club sports coordinator Matt Hunter says he hopes it will boost their membership base Particularly with our junior members there been a little bit of a decline in the last couple of years so that why we've introduced the nation-wide Tackers program he said Hopefully we can start taking it to schools and start growing our junior membership base again Young sailors drop off Matt says it is hard to retain sailors as they grow older because many either drop out for other sports move away for senior schooling or start jobs that leave them little time for sailing You sort of lose them once they hit their late teen years that the trend with most sports he said With this new program we've developed a pathway where hopefully we can keep them by offering them jobs as instructors for the junior program once they've been down that pathway He says while sailing has been popular in the region in the past numbers have been dwindling We've only got two sailing clubs in Yeppoon there other towns of our size that will have around 10 he said Never too young Eight-year-old Senna Fuller says he wanted to sail because it looked like fun I wanted to be like my dad and my pop he said Tackers program head coach Conrad Byrt says it is important to involve children in the sport from a young age If you get them out in the boats younger that something they already can do by the time they're 12 or 13 he said And by the time they're 12 or 13 they're more than likely going to be dabbling in other sports like football and swimming and it a lot harder for us as a sailing club to get long-term recruitment out of someone who is already doing other kinds of sports that they might enjoy more New boats The Keppel Bay Sailing Club recently purchased 10 new boats especially designed for junior sailors aged six to 12 Normally boats are made out of fibre glass or wood and these boats are a plastic mould so they're pretty much indestructible said Conrad It very simple rigging so they're easy to put together Conrad says despite a few having initial hesitations it does not take long to settle the nerves You always get a few scared ones but we get them out on the water paddling first before we put the sail on so they get a bit of water awareness before they have to deal with a flapping sail he said They usually get over it pretty quickly He says sailing provides children with skills for life Knot tying being aware on the water and you learn how to steer a boat and it very similar to road rules so it gives you all kinds of life skills that you'll carry on with for the rest of your life he said,"images/0031.png"
Colourful business provides escape from grim reality of drought,http://www.abc.net.au/local/photos/2014/12/15/4148813.htm,15/12/2014,http://www.abc.net.au/reslib/201412/r1368798_19291245.JPG,"Sherilee Honnery spends her workdays surrounded by vibrant colours before she returns home each afternoon to her drought-stricken property just outside of Hughenden, in north-west Queensland.",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Arts and Entertainment:Design:Fashion, Business, Economics and Finance:Small Business, Disasters and Accidents:Drought, Human Interest:People",ABC Western Queensland,QLD,Hughenden,"sherilee honnery, millinery, hats, hat, head piece, fascinator, Eelireh's, small business, drought, hughenden, country races, flinders shire council, blythe moore, abc western queensland, abc north west queensland",-20.8455,144.1992,http://www.abc.net.au/local/photos/2014/12/15/4148813-mediarss.xml, Many people who live on the land could probably not imagine turning their back on a full-time wage in the middle of a drought but milliner Sherilee Honnery says it was a chance she had to take Sherilee who owns a grazing property with her husband near Hughenden in north-west Queensland quit her permanent job with the local council to open a shop selling her unique headpieces 18 months ago She says the colourful business provides a haven from the harshness of drought It was probably not the best time to buy in a drought and I'm certainly not going to be a millionaire by any means but I tell you what I'm a lot happier here she said I actually have my weekends back and my night times back except for about six weeks before Melbourne Cup because that was a bit stressful - I had headpieces everywhere going all over Australia Sherilee started making headpieces more than a decade ago but says she only became serious about millinery as a potential business venture five years ago When a small shop became available in Hughenden 18 months ago she weighed up the risk and decided to go for it  Making the decision  was more difficult than anyone will ever really know until you do it yourself she said It is a really big step because you do have that security of that full-time job; I'm really lucky to have a husband who backed me all the way and likes to see I'm using my creativity She says despite the drought many country women are still buying headpieces to wear to country races - a trend that helps her business survive Everyone keeps on going with that  although  a lot are questioning whether they can spoil themselves she said We live on the land as well so we understand that side of life Sherilee says she considers herself very lucky to be able to escape the difficulties of the land each day to run her business in town We've had a lot of things to handle in the last few years we don't have much green grass well we don't have any green grass at home like everybody else she said  The shop  is a bit of a haven it an escape and then it a harsh reality to go home in the afternoon But it a good reality as well because it exactly that - it is reality and it life and it what we live and that what we like about it,"images/0032.png"
Volunteers appreciated in Mackay,http://www.abc.net.au/local/photos/2014/12/12/4147623.htm,12/12/2014,http://www.abc.net.au/reslib/201412/r1368045_19276717.jpg,Community members were acknowledged for their volunteer work at the George Street Neighbourhood Centre earlier this week.,Copyright: ABC | Source: | Byline: Sophie Kesteven,"Community and Society, Community and Society:Charities and Community Organisations, Community and Society:Community Organisations, Community and Society:Family and Children",ABC Tropical Queensland,QLD,Mackay,"volunteers, neighbourhood centre, mackay, community",-21.555,149.4664,http://www.abc.net.au/local/photos/2014/12/12/4147623-mediarss.xml, People from all different ages and backgrounds came together as part of volunteer appreciation day at the George Street Neighbourhood Centre in Mackay earlier this week We held the volunteer appreciation day on Wednesday to coincide with International Human Rights Day Miranda said I guess we chose this day because a lot of the work the volunteers do here is about human rights and respecting the dignity and rights of others Miranda says the programs they run at George Street provide social inclusion for families and individuals within the Mackay community The volunteers who come and work throughout the Neighbourhood Centre child and family hub are promoting and helping people feel included in their community and empowering them to make changes in their life through the programs we run she said Family of volunteers Karen Love has been a volunteer at the Neighbourhood Centre for the past two years and says it was nice to get everyone together for volunteer appreciation day and be acknowledged for something you love doing You really do feel like you belong in a family here Karen said You feel like your respected and acknowledged for your skills and it very easy to become a part of the program because they are so welcoming Karen says she became a volunteer when she was unemployed because she wanted to feel part of the community and have that sense of value Being somebody who wants to give and having no one to give it to made it very difficult Karen said So being able to share my knowledge and skills especially with the World Cafe program which is the migrant immigration program was really wonderful There are people here who really do feel like family to me now and even if they have moved back to Sri Lanka or Indonesia I am still on Facebook with them and I am friends with them for life she added Volunteers benefit too Originally a teacher from Indonesia Bertha Archer says she became a volunteer because she wanted to improve her English I wanted to be a volunteer at the Neighbourhood Centre and get involved in the World Cafe Bertha said I can talk to multicultural people and practice my English and I can make good friends which also makes me happy she said Volunteer Prabha Srinivasan moved to Australia eight years ago from India When I moved to Mackay I thought what I can do to make friends so I will do what I have done before in Sydney which is volunteering she said I also had my son at the time so going from working full-time to being a stay-at-home mum I was going crazy so George Street helped me survive through my motherhood Prabha is now involved in a driver education program which helps people learn road rules and says she encourages anyone interested in volunteering to contact the George Street Neighbourhood Centre,"images/0033.png"
Spark of fun getting Gold Coast kids active,http://www.abc.net.au/local/photos/2014/12/12/4147617.htm,12/12/2014,http://www.abc.net.au/reslib/201412/r1368033_19276385.jpg,"As Sparky Do Dah, Nigel Coates wants to get kids 'away from the screen time and into the green time'.",Copyright: ABC | Source: ABC Local | Byline: Damien Larkins,"Community and Society, Community and Society:Social Capital, Community and Society:Youth, Human Interest",ABC Gold & Tweed Coasts,QLD,Burleigh Heads,"sparky do dah, nigel coates, gold coast, nature play, getting kids outside, how to get kids outside,",-28.0921,153.4529,http://www.abc.net.au/local/photos/2014/12/12/4147617-mediarss.xml, One man is on a mission to remove the cotton wool surrounding modern-day kids and get them out from behind their computer screens into the great outdoors But his passion for improving the health and wellbeing of Queensland kids transforms him into a character exuding enormous positive energy In his khaki shirt and shorts and broad-brim hat his Sparky Do Dah character is a larger than life and full of curiosity about nature Nigel says the character allows him the creative license to do the things his reservations would normally hold him back from Sparky can walk into a room full of children and parents and just take the stage and be the focus he said His bright clothes and his bright character somewhat becomes magnetic for the children and they adapt the energy that I carry when I'm wearing that disguise Sparky Do Dah creates pop-up playgrounds across the coast for local councils festivals and community organisations; but without face painting fairy floss and jumping castles The carnivals that I created were much more about getting kids interactive and creative and imaginative Nigel said The events are aimed at providing a fun atmosphere to help children develop their coordination confidence and character Life too short Nigel has a varied background with six previous careers ranging from remedial massage to film work His mother used to tell him life is too short to do something you do not enjoy He says as a passionate and creative person he is always looking for the next challenge It usually starts as a hobby turns into a passion and somewhat of a profession master it and move on he said Working with children offers him the chance to see the world through their eyes The world got such an innocence about it he said You can find fun and play just in the most simple things There is a strong theme of health and wellbeing to Nigel events too He says he was horrified at the bad habits promoted to children at other family carnivals Kids running around with fairy floss in one hand and a big thing of soda in another I watched them ride the sugar rollercoaster up and down he said This sort of food and these sorts of activities shouldn't be held up as a reward for children So I thought I'd be the change That is how Sparky Do Dah was born Take off the cotton wool and push them out the front door Long gone are the days when children roamed free across the neighbourhood until the street lights came on Now many spend hours indoors in front of one screen or another Nigel fears kids no longer have the creative freedom to get outdoors and explore their own characters There a big push to unplug them from their technology take off the cotton wool and push them out the front door he said To get them away from the screen time and into the green time For Nigel the most satisfying part of Sparky Do Dah is the how the parents react He says they often tell him they cannot believe how well-behaved and attentive their kids have been There been no fights no tears no tantrums; it been focused teamwork he said The parents reactions that gives me a lot of reward Sparky Do Dah will be running nature walks for the Gold Coast City Council this school holidays,"images/0034.png"
Ingham immortalises local sugar industry through art,http://www.abc.net.au/local/photos/2014/12/11/4146822.htm,11/12/2014,http://www.abc.net.au/reslib/201412/r1366792_19250170.JPG,"Local business owner Karen Venables and visual artist Kate Carr are the brains behind the public mosaic. Karen came up with the idea after visiting the town of Sheffield in Tasmania a few years ago. ""It's only a very small town but the artwork within the community was really mind-blowing,"" she said. ""There are murals along the walls of the little shops and cafes [and] the artwork that was in the information centres was done by artists all over Australia, there was leadlighting, there was marble, there was mosaic, there was graffiti art - it just captured my imagination of what we could have for Ingham.""",Copyright: ABC | Source: ABC Local | Byline: Kathleen Calderwood,"Arts and Entertainment:Street Art, Arts and Entertainment:Visual Art, Community and Society:History, Community and Society:Social Capital",ABC North Qld,QLD,Ingham,art mosaic community workshop tiles schools history sugar cane,-18.6471,146.1614,http://www.abc.net.au/local/photos/2014/12/11/4146822-mediarss.xml, If you have been to Ingham lately you might have noticed some hustle and bustle happening down one of the laneways off the main street The history of the local sugar cane industry is being documented through art - and the whole community is pitching in He instilled in us to have a pride for where you come from she said The sugar played a massive part when we were little kids I always joke and laugh and say that when show day came around in Ingham I'm sure my grandfather had the shiniest tractors because we'd be all cleaning the tractors and washing them In our era coming into May June we'd be all running around saying the season about to start! Now you say it to a lot of kids and they'd say The season? What the season? The message that we wanted to send was for our younger generation to know exactly what we grew up with making them proud of an industry that Ingham is built on Artist Kate Carr says they hope this project will start an ongoing interest in community art in Ingham I think this is a great community project it building a lot of community spirit she said People come in they sit down they start talking to each other they've never met each other we're revitalising a public space and lots of people are actually coming out of their homes because they've got something to do They're very happy with the project they end up coming back to do more  it very addictive - mosaic - so once they start they get hooked and they really enjoy it There lots of benefits that have come from it that we just never expected,"images/0035.png"
Essential guide to Woodford 2014,http://www.abc.net.au/local/photos/2014/12/12/4147513.htm,12/12/2014,http://www.abc.net.au/reslib/201412/r1367987_19275179.jpg,"Punters will choose from 35 stages and more than 2,000 performers at the festival this year.",Copyright: ABC | Source: contributed | Byline: Woodford Folk Festival,"Arts and Entertainment, Arts and Entertainment:Events:Carnivals and Festivals, Community and Society:Community and Multicultural Festivals,",ABC Sunshine & Cooloola Coasts Qld,QLD,Woodford,"Woodford Folk Festival, Essential guide,",-27.2556,152.678,http://www.abc.net.au/local/photos/2014/12/12/4147513-mediarss.xml, With campers day visitors and artist to arrive on-site organisers are asking everyone to plan their visit in advance and be prepared What you need to know if you're camping Gates will open for season campers from 2pm on Christmas Day All sites are level and ready for tents More trees have been built for shade over the last twelve months Peak times for shower queues are in the morning and late afternoon - avoid these times if you can Festival Village shuttle bus will run for patrons and volunteers from Festival Village from the camping areas Valuables can be safely stored in the cloakroom located at the Welcome tent No BYO alcohol is to be brought into the festival precinct Water is a precious commodity at Woodfordia - conserve water and shower once a day No generators are allowed in the camp grounds Try and keep the number of cars per campsite to one Patron hotline is 07 5496 1033 to report any security or emergency incidents No campfires are allowed What you need to know if you're going for the day Gates open 8am and close 10pm from December 27 to December 31 They open 8am and close 8pm January 1 Free parking is available onsite for festival patrons Don't forget your hat sunglasses and sunscreen Wear comfortable shoes Pack a raincoat or poncho Bring gumboots if raining Don't forget this year recording of the annual New Year Eve broadcast will be held at Bill Bar from 12pm on December 30 Come along and join ABC broadcaster Mary-Lou Stephens and be part of this year National NYE Broadcast - or listen in by tuning in to your <div id=twitter_dunnart_wrapper><a class=twitter-timeline href=https//twittercom/search?q=woodfordff data-widget-id=278753941460754432>Tweets about woodfordff !function(dsid){var jsfjs=dgetElementsByTagName(s) 0 ;if(!dgetElementById(id)){js=dcreateElement(s);jsid=id;jssrc=//platformtwittercom/widgetsjs;fjsparentNodeinsertBefore(jsfjs);}}(documentscripttwitter-wjs);</script>,"images/0036.png"
Tour de Capricorn: Cyclists spin off Christmas lunch,http://www.abc.net.au/local/photos/2014/12/12/4147434.htm,12/12/2014,http://www.abc.net.au/reslib/201412/r1367954_19274507.jpg,Cycle4Life coordinator Peter Kane gets some practice in ahead of the nine-day Tour de Capricorn event.,Copyright: ABC | Source: ABC Local | Byline: Alice Roberts,"Sport:Cycling,",ABC Capricornia,QLD,Rockhampton,"Cycle4Life, CQ Spin Sisters, Fat Blokes and Friends, Rockhampton, cycling, Mount Morgan",-23.6782,150.7106,http://www.abc.net.au/local/photos/2014/12/12/4147434-mediarss.xml, A Queensland cycling group is taking inspiration from the Tour de France to keep people active over the festive season Cycle4Life coordinator Peter Kane says it can be harder to stay motivated over the holidays The rides are almost the normal rides that we do but by packaging it up as tour putting a bit of pizzazz around what we do it just gives people that extra incentive to turn up in the morning over the Christmas break he said The event is the Tour de Capricorn which will see riders travel anywhere from 25 to 60 kilometres It is the third time the event has been run but this year there will be a slight competitive edge to the rides to keep things interesting We've got a time trial that goes up Belmont Road it a fairly flat reasonably straight ride up the Belmont Road he said Probably the most challenging ride will be going up the Mount Morgan Range which is a really great ride for cyclists with moderate ability and that about 60 kilometres out and back And probably our most enjoyable ride will be a loop out to Cawarral which is 60 kilometres This year all the rides will be tracked on a cycling app too documenting the number of riders the kilometres travelled and times at the time trial Peter says the region has always been a strong cycling area with riders like Olympian Anne Meares and Commonwealth Games gold medallist Kenrick Tucker born and bred in the region He says local clubs have seen a recent resurgence in cycling Rockhampton has been known as a cycling city but in our groups the sponsoring groups our numbers have probably doubled in the last 12 to 18 months so it popular and becoming more popular he said Peter says initiatives like the Couch to Classic which encourages people to becoming involved in the sport have helped boost numbers I think people have all got their own reasons to ride so it might be fitness just finding some friends it might be the challenge of going in an event or raising money for charity he said He says the Tour de Capricorn will be a relaxed event You can come for just one stage or two stages or nine stages there no pressure he said Because it purely about yourself and why you want to cycle and what your goals in life are The event is free and riders ride at their own risk But Peter says they hope participants will donate to the Ride for Campbell appeal a fundraising effort for a young rider who was injured earlier this year on Mount Archer For more information about the event head to the Cycle4Life website,"images/0037.png"
Curious passers-by stop to see the sunflowers,http://www.abc.net.au/local/photos/2014/12/10/4145975.htm,10/12/2014,http://www.abc.net.au/reslib/201412/r1367056_19255446.jpg,"Even on an overcast day the sunflowers glow. ""The sunflowers bring the joy and the bees, and the rain has brought a smile to everyone,"" farmer Michael Middleton said.",Copyright: AAP | Source: ABC Southern Queensland | Byline: Ben Tupas,"Arts and Entertainment:Photography, Rural:Agricultural Crops, Rural,",ABC Southern Queensland,QLD,Toowoomba,"sunflowers, beauty, paddock, crops, blooming, art, photos, southern, queensland,",-27.5622,151.9528,http://www.abc.net.au/local/photos/2014/12/10/4145975-mediarss.xml, Take a drive through southern Queensland right now to see the glow of sunflowers It been a difficult season Mr Middleton said The sunflowers have struggled more so than last year but the little bit of rain we had in the last week has definitely saved them Mr Middleton says while he loves a good looking crop of sunflowers they aren't on the top of his paddock beauty list I love to see a good corn crop myself he said It grows so fast and if you get it nice and even and thick it becomes a big beautiful bulk mass It a good crop to look at But sunflowers will always draw a lot of attention at the side of the road,"images/0038.png"
Star Wars parody shot in regional Queensland goes viral,http://www.abc.net.au/local/photos/2014/12/11/4146833.htm,11/12/2014,http://www.abc.net.au/reslib/201412/r1367594_19267487.jpg,"Stephen Denham (left) and Corben Mitchell (right) pose with the key props from 'Backyard Trailer'; a plastic lightsaber, a garage door, and a chocolate cookie. Along with friend Bryce McKeon they acted, shot, and edited the film that has received tens of thousands of views.",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Arts and Entertainment, Arts and Entertainment:Film (Movies), Community and Society,",ABC Southern Queensland,QLD,Toowoomba,"star, wars, trailer, episode, 7, vii, jj abrams, toowoomba, popcorn arcade,",-27.3622,151.7528,http://www.abc.net.au/local/photos/2014/12/11/4146833-mediarss.xml, A galaxy far far away might look familiar to Toowoomba residents Like everyone else we could not stop breaking down the scenes and trying to figure out the characters and plot of the film said Corben Mitchell The more they watched it the more they dissected it We were on a late night fast food run joking about shooting various scenes locally and then finally said why don't we do the entire trailer? Corben said The friends called their video Backyard Trailer and deliberately chose to keep it lo-fi and Toowoomba-centric We approached it with the mindset of kids having fun with their dad camera Corben said It supposed to look like we don't know what we're doing Even down to using Comic Sans as the font But there are a few places like Picnic Point and the University of Southern Queensland (USQ) that were put there so local people would say I know where they did that The video has struck a chord with fans worldwide The stats keep climbing Corben said It been shared on Entertainment Weekly the pop culture site Nerdist and on What Culture said Stephen Denham It made lists of the ultimate Star Wars trailer parodies It surreal A global platform</strong> The media studies students say the popularity of their video shows how much the media landscape has changed Anyone can do it now even with a phone Corben said My newsfeed on Facebook is constantly full of all these little short video gags And Corben Stephen and Bryce are already planning their next Star Wars video The full trailer is expected to be released on May 4 Corben said We're about to get in touch with acting students to see if they will be keen But the backyard theme will continue with food playing a key role We used an Oreo for the Millennium Falcon in our first video Corben said It worked out well so maybe a chocolate bar flying along will be in the next one If you haven't seen the backyard trailer yet click on the clip below <div id=hero_bottom><iframe class=hero width=700 height=394 src=//wwwyoutubecom/embed/593OE8frgJc frameborder=0 allowfullscreen></iframe>,"images/0039.png"
Uni students win digital film first prize with weighty subject matter,http://www.abc.net.au/local/photos/2014/12/10/4146234.htm,10/12/2014,http://www.abc.net.au/reslib/201412/r1367209_19259141.jpg,"Kyle and Alex the Astronaut, from the award-winning short film Gravity, have a simple and easy-to-follow explanation for mass, weight, gravity. and why things weigh less on the moon.",Copyright: ABC | Source: USC | Byline: contributed,"Arts and Entertainment:Digital/Multimedia, Education, Education:University and Further Education,",ABC Sunshine & Cooloola Coasts Qld,QLD,Maroochydore,"Australian Digital Explanation Festival, DigiXFest, Brad Blissett, Michael Gibson, Sunshine Coast University",-26.6617,153.0985,http://www.abc.net.au/local/photos/2014/12/10/4146234-mediarss.xml, Two Sunshine Coast University students have won first prize in a competition to use digital media for education with a quirky animated film that teaches primary school children how gravity works It was something we put together over a couple of days and it wasn't an Oscar-winning film by any means he said We didn't know we were entered into it until our teacher told us she'd put us in DigiXFest is a national film competition open to anyone studying a science or education degree at an Australian university It showcases innovative digital explanations of scientific concepts Brad and Michael who are studying primary teaching made the short animated film Gravity using lowmation and still photographs taken with their mobile phones Slowmation is a simplified way for university or school students to design and make a narrated stop-motion animation that is played slowly at two frames per second to explain a concept or tell a story Our film tries to address misconceptions kids have when learning about the effects of gravity Brad said It easy for kids to get the wrong idea when it comes to science and the animation tries to address that in hopefully a fun way Anyone can make slowmation Brad says they used simple photos of cut-out paper characters and their own voices I actually recorded most of it on my mobile phone he said You can get an app that allows you to do the stop animation Brad says is making slowmation is a highly effective way for university students to learn because it uses evolving technology and forces them to learn the subject they are presenting in the video  The university students  are not passive learners and they have to create a video that aimed at other students so they really have to know what they're doing he said They really have to know themselves how gravity works But Brad says he doubts the win will lead to a career in film I think if I tried to go to Hollywood I'd end up with one of those work-for-food signs by the end of the week he said I'll leave that to Speilberg and stick with teaching because it what I'm good at,"images/0040.png"
Poodle beauty parlour does roaring trade for Christmas,http://www.abc.net.au/local/photos/2014/12/11/4146795.htm,11/12/2014,http://www.abc.net.au/reslib/201412/r1367491_19264531.jpg,Canine hairdresser Kaylene Holness has been clipping dogs for more than 25 years and says she taught herself.,Copyright: ABC | Source: ABC Local | Byline: Alice Roberts,"Human Interest, Lifestyle and Leisure,",ABC Capricornia,QLD,Rockhampton,"Kaylene's Poodle Parlour, dog groomer, dog grooming, canine hairdresser, Christmas",-23.2782,150.3106,http://www.abc.net.au/local/photos/2014/12/11/4146795-mediarss.xml, A Queensland canine hairdresser says Christmas is the busiest time of the year for her poodle parlour with dog owners wanting to make their pets look extra special for family and friends,"images/0041.png"
Holy men spread Christmas message on outback Queensland road trip,http://www.abc.net.au/local/photos/2014/12/11/4146723.htm,11/12/2014,http://www.abc.net.au/reslib/201412/r1367479_19264296.JPG,"Catholic priest for St Maryﾒs Parish in Charleville Peter Doohan, with the Uniting Churchﾒs remote area patrol minister for Frontier Services, Reverend John Case.",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Community and Society:Religion and Beliefs, Community and Society:Religion and Beliefs:Catholic, Community and Society:Religion and Beliefs:Christianity, Disasters and Accidents:Drought",ABC Western Queensland,QLD,Windorah,"father peter doohan, reverend john case, uniting church, frontier services, st mary's parish, catholic church, christmas service, drought, allen hubbard, galway downs, maureen scott, moothandella station, windorah, quilpie, eromanga, toompine, abc western queensland, blythe moore, paula tapiolas,",-25.5234,142.2554,http://www.abc.net.au/local/photos/2014/12/11/4146723-mediarss.xml, Their churches might have their differences but when it comes to spreading the Christmas message Catholic priest Peter Doohan and Uniting Church reverend John Case are on the same path The two men are on an outback road trip this week delivering pre-Christmas services to tiny towns in western Queensland Reverend Case started this tradition 13 years ago through his work as a remote area patrol minister for Frontier Services before Father Doohan jumped on board almost a decade ago Both say despite the differences in their churches they are great mates We talk about lots of things ranging from the cricket to occasionally some theology  but  not too much Reverend Case said But we get on really well and just have general conversations as we travel This week they have delivered services at Quilpie Eromanga Windorah and Toompine This year they have also been joined on the road by Anglican priest Jeff Reeder who has come along from Brisbane to see what the men do on their Christmas road trip Father Reeder says having ministers of different denominations on the road together would never happen in a city He says it is a wonderful thing to see At the end of the day we're Christ team and we've all got different positions to play but we're all on the one team Father Reeder said Christmas services at end of tough year The road trip comes at the end of a tough year for many people on the land in outback Queensland Reverend Case says the drought has been a regular topic of conversation this week I think most people are fairly stoic and know that drought a part of life out here but some have got to the point where they're at the end of their tether Reverend Case said Some are saying we've had enough we need to get out and others are saying we're going to beat this thing Father Doohan says there has never been a more important time to reach out to people I think that important because what they need is to have their spirits lifted they know that we are concerned about them if we travel all this way out to do a church service he said It lifts the spirits which is basically what we're about Allen Hubbard from Galway Downs attended the service in Windorah this week and says it means a lot that the men have made such an effort to visit the area They've come from over a 1000 kilometres to come here it shows that they are at least concerned and interested in you Mr Hubbard said It good to know that somebody knows you're a part of society and has got you in mind and is prepared to make an effort to add a bit of hope to your life Maureen Scott lives on Moothandella Station near Windorah and says the Christmas services provide a morale boost to locals You get to see all the little kids in town having a ball and enjoying the sing along it lifts your spirits definitely she said End of an era for Christmas road trips This week marks the closing of a chapter for Reverend Case After 13 years this is his last Christmas road trip before he retires I look forward to them every year it an opportunity to catch up with people I mightn't get to see during the year Reverend Case said So it a highlight of the patrol and of the year for me and I'm going to miss them,"images/0042.png"
Ron Dyne resigns as Gympie Mayor,http://www.abc.net.au/local/photos/2014/12/11/4146705.htm,11/12/2014,http://www.abc.net.au/reslib/201412/r1367501_19264880.JPG,Mayor Ron Dyne and his wife of 47 years Dulcie take a moment at the end of his final council meeting.,Copyright: ABC | Source: ABC Sunshine Coast | Byline: Bruce Atkinson,"Government and Politics, Government and Politics:Local Government,",ABC Wide Bay Qld,QLD,Gympie,"news, gympie, mayor ron dyne, david crisafulli, tony perrett, cancer, illness",-26.1907,152.6571,http://www.abc.net.au/local/photos/2014/12/11/4146705-mediarss.xml, Ron Dyne mayor of the Gympie Regional Council has resigned due to ill health He told his last council meeting yesterday it wasn't something he'd planned but was the best option for the community He says he is leaving the local authority in great shape for the future Councillor Dyne spent the last 15 years in local government For eight years he was a councillor in the now dissolved Kilkivan Shire and half of that time as mayor In 2008 he was elected mayor of the newly amalgamated Gympie Regional Council which he says was one of his proudest achievements  But  it not just Ron Dyne the mayor it a team effort I've always tried to get people to operate as a team he said We have had our differences of opinion that well documented I suppose but we've worked together to come up with an outcome His two bob worth Minister for Local Government David Crisafulli attended Councillor Dyne final council meeting saying local government was losing one of its favourite sons His legacy will live on he been a great mayor Mr Crisafulli said To me it the way he conducted himself; always treated people with respect but wasn't a shrinking violet; always took advice but showed leadership I think he has set his community up very well Amalgamations are never easy you bring different organisations together different cultures different backgrounds This one worked and in many ways worked because of Ron Dyne Prior to his time in politics Councillor Dyne enjoyed a long career in the Army Something he says was perfect training for working in local government I think people say I'm easy to get on with I'd like to think that certainly is the case he said You need to get on with people so you can achieve outcomes that are acceptable to everyone That been my whole thing through life I've had some difficult Army postings where those sort of things are required; where you're trying to tell people that you're posting them and their five children to Puckapunyal you certainly need to be able to market these things I'm a firm believer that you have your two bob worth and if you decide to disagree well you still get on with life There are more important things to do than to carry grudges around with people Councillor Dyne last day as mayor will be December 19 Councillor Tony Perrett will be acting mayor until a by-election is held within the next three months,"images/0043.png"
Primary school kids compelled by gross graphics,http://www.abc.net.au/local/photos/2014/12/10/4145873.htm,10/12/2014,http://www.abc.net.au/reslib/201412/r1366979_19253353.JPG,"Dave asks for audience participation from the get-go at his cartoon workshops. ﾓWho can tell me some gross things?ﾔ The kids' responses are instant ﾖ blood, mucus, broccoli, bacteria, brussel sprouts, poo, spew, slime. ﾓGreat... but today, weﾒll start with farts.ﾔ",Copyright: ABC | Source: ABC | Byline: Jon Coghill,"Human Interest:Offbeat, Human Interest:People,",ABC Sunshine & Cooloola Coasts Qld,QLD,Nambour,"Dave Hackett, Cartoon Dave, Nambour Library, Rob Blackmore,",-26.6275,152.9592,http://www.abc.net.au/local/photos/2014/12/10/4145873-mediarss.xml, Dave Hackett teaches primary school kids (and their parents) to draw cartoons His lessons are surprisingly simple but there is a catch The cartoons must be gross where snot vomit poo zombies and bums are the basic tools,"images/0044.png"
