Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
Warming barramundi with waste,http://www.abc.net.au/local/photos/2014/10/14/4106762.htm,14/10/2014,http://www.abc.net.au/reslib/201410/r1340817_18713246.JPG,This disused mine is being filled with household rubbish and the gas generated within is being returned to the grid.,Copyright: ABC | Source: ABC Local | Byline: Lish Fejer,Environment, Environment:Environmental Management, Environment:Water,,ABC Canberra,ACT,Canberra,Sunday Brunch, Woodlawn, Tarago, Canberra, bioreactor, barramundi,-35.2772,149.1292,http://www.abc.net.au/local/photos/2014/10/14/4106762-mediarss.xml,"images/0281.png"
Go you Goodes thing: Adam Goodes appointed Australian of the Year on the lawns of Parliament House,http://www.abc.net.au/local/photos/2014/01/24/3931654.htm,24/01/2014,http://www.abc.net.au/reslib/201401/r1228932_16183835.jpg,Tony Abbott congratulates Adam Goodes, 2014 Australian of the Year at the ceremony on the lawns of Parliament House in Canberra,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Community and Society, Event:Australia Day, Person,,ABC Canberra,ACT,Canberra,Australian of the year, parliament house, prime minister,-35.2772,149.1292,http://www.abc.net.au/local/photos/2014/01/24/3931654-mediarss.xml,"images/1115.png"
Snakes Alive! at the Botanic Gardens,http://www.abc.net.au/local/photos/2014/01/20/3928792.htm,20/01/2014,http://www.abc.net.au/reslib/201401/r1226649_16129777.JPG,Alisdair Robertson shows off Crowley to 11-year old Alice and Lillian.,Copyright: ABC | Source: ABC Local | Byline: Louise Maher,Environment:Biological Diversity, Environment:Endangered and Protected Species, Science and Technology:Animals:Reptiles,,ABC Canberra,ACT,Canberra,snakes, pythons, reptiles, Snakes Alive! ACT Herpetological Association, Louise Maher, 666 ABC Canberra,-35.2772,149.1292,http://www.abc.net.au/local/photos/2014/01/20/3928792-mediarss.xml,"images/1131.png"
Manuka sizzles for the PM's XI,http://www.abc.net.au/local/photos/2014/01/14/3925275.htm,14/01/2014,http://www.abc.net.au/reslib/201401/r1224636_16083419.jpg,The sun sets on a hot day at Manuka Oval, and sadly on the hopes of the PM's XI as the English bowling line up carve through the tail,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Sport:Cricket,,ABC Canberra,ACT,Canberra,cricket, PM's XI, england, jim maxwell, tim gavel, adam shirley, manuka oval, canberra, day night,-35.2772,149.1292,http://www.abc.net.au/local/photos/2014/01/14/3925275-mediarss.xml,"images/1142.png"
2014 Floriade photo competition winners,http://www.abc.net.au/local/photos/2013/08/26/3833906.htm?site=canberra,26/08/2013,http://www.abc.net.au/reslib/201410/r1347366_18846161.jpg,Sharp and clear - you know it's love when you find your passion,Copyright: ABC | Source: Audience Submitted: Deb Green | Byline:,Arts and Entertainment:Events:Carnivals and Festivals, Arts and Entertainment:Photography, Lifestyle and Leisure:Gardening, Lifestyle and Leisure:Travel and Tourism,ABC Canberra,ACT,Canberra,floriade, photography, canberra, 666 abc canberra, flowers, trouism, spring, Floriade,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/08/26/3833906-mediarss.xml?site=canberra,"images/1176.png"
And you thought your Christmas lights were impressive...,http://www.abc.net.au/local/photos/2013/12/03/3903936.htm,3/12/2013,http://www.abc.net.au/reslib/201312/r1210552_15760867.jpg,A tunnel of Christmas lights at the Richards home.,Copyright: ABC | Source: | Byline: supplied,Human Interest, Human Interest:Offbeat,,ABC Newcastle NSW,ACT,Canberra,Newcastle: Afternoons christmas lights display guinness world record david richards 1233 abc newcastle craig zonca,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/12/03/3903936-mediarss.xml,"images/1178.png"
Treasure Trove: Christmas goodies from our national collections,http://www.abc.net.au/local/photos/2013/12/19/3914943.htm,19/12/2013,http://www.abc.net.au/reslib/201312/r1217629_15922435.jpg,This 1875 Christmas advertisement features a range of Sydney businesses showcasing their wares.,Copyright: AAP | Source: ABC Supplied | Byline: courtesy National Library of Australia,Arts and Entertainment:Library Museum and Gallery, Arts and Entertainment:Music, Arts and Entertainment:Visual Art:Painting, Arts and Entertainment:Visual Art:Photography,ABC Canberra - Treasure Trove,ACT,Canberra,podcast, Christmas, National Archives, National Library of Australia, Australian National Botanic Gardens, National Gallery of Australia, Australian War Memorial, National Portrait Gallery, Louise Maher, 666 ABC Canberra, Canberra: Drive,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/12/19/3914943-mediarss.xml,"images/1206.png"
ABC open day in pictures: thanks for dropping by, Canberra,http://www.abc.net.au/local/photos/2013/11/17/3892672.htm,17/11/2013,http://www.abc.net.au/reslib/201311/r1203167_15593000.jpg,Are you thinking what I'm thinking B1? Visitors to the ABC Canberra open day get into the act,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Information and Communication:Broadcasting:ABC,,ABC Canberra,ACT,Canberra,abc canberra openday, abc tv, 666 abc canberra, david kilby, chris uhlmann, julie derrett, birthday,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/11/17/3892672-mediarss.xml,"images/1209.png"
So Long Solly,http://www.abc.net.au/local/photos/2013/12/20/3915469.htm,20/12/2013,http://www.abc.net.au/reslib/201312/r1217798_15926693.jpg,Ross Solly broadcasting live from the natural amphitheatre outside ABC,Copyright: ABC | Source: ABC | Byline: Hannah Flannery,Human Interest:People, Information and Communication,,ABC Canberra,ACT,Dickson,ABC, Solly, Ross, feature, 666, ABC, Canberra, Sing-a-long, Breakfast, Bye Bye Solly, satirical,,-35.25,149.1333,http://www.abc.net.au/local/photos/2013/12/20/3915469-mediarss.xml,"images/1223.png"
Scentenary garden blooms at Brian Hennessy House,http://www.abc.net.au/local/photos/2013/12/05/3905909.htm,5/12/2013,http://www.abc.net.au/reslib/201312/r1211827_15791673.jpg,The 'Scentenary' garden at Brian Hennessy Rehabilitation Centre,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Health:Mental Health, Lifestyle and Leisure:Gardening,,ABC Canberra,ACT,Canberra,garden, scent, smell, brian hennessy house, ACT health, canberra100, centenary, garden,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/12/05/3905909-mediarss.xml,"images/1261.png"
Canberra's Great Centenary Tapestry,http://www.abc.net.au/local/photos/2013/11/06/3885370.htm,6/11/2013,http://www.abc.net.au/reslib/201311/r1198249_15483548.jpg,The honour of 'cutting off' an important tapestry usually falls to royalty - former Governor General Sir William Deane was happy to perform the role for the Canberra Community Tapestry,Copyright: ABC | Source: ABC Local | Byline: Louise Maher,Arts and Entertainment:Design:Craft, Arts and Entertainment:Visual Art, Community and Society:Volunteers,,ABC Canberra,ACT,Canberra,centenary, Canberra100, tapestry, Sir William Deane, Valerie Kirk, Annie Trevillian, Jennie Vaskess, Robyn Archer, Dan Edwards, Louise Maher, 666 ABC Canberra,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/11/06/3885370-mediarss.xml,"images/1368.png"
Desert delight: the Red Centre Garden at the Botanic Gardens,http://www.abc.net.au/local/photos/2013/10/31/3880389.htm,31/10/2013,http://www.abc.net.au/reslib/201310/r1194906_15410114.jpg,Perhaps the most iconic of Australian desert flora, Sturt's desert pea is on display at the Australian National Botanic Garden's new Red Centre Garden,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Business, Economics and Finance:Industry:Tourism, Education:Subjects:Environment, Environment, Environment:Conservation,ABC Canberra,ACT,Canberra,Australian National Botanic Gardens, Red Centre Garden, arid, display, grounds, tourism native plants,-35.278878,149.108918,http://www.abc.net.au/local/photos/2013/10/31/3880389-mediarss.xml,"images/1381.png"
Kitchen Garden Rescue: Part One Turner School,http://www.abc.net.au/local/photos/2013/10/29/3879491.htm,29/10/2013,http://www.abc.net.au/reslib/201310/r1194457_15399883.JPG,The community donated new roosters after five were stolen from Turner School.,Copyright: ABC | Source: ABC Local | Byline: Louise Maher,Education:Primary, Education:Schools:Primary Schools, Lifestyle and Leisure:Gardening:Herb, Lifestyle and Leisure:Gardening:Vegetable/Fruit/Nuts,ABC Canberra,ACT,Canberra,Turner School, kitchen garden, vegetables, fruit, Karen Adams, Grace Lloyd, Jessica Tuttle, Louise Maher, 666 ABC Canberra,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/10/29/3879491-mediarss.xml,"images/1388.png"
A bright start to the new wing at Canberra's state-of-the-art kids' hospital.,http://www.abc.net.au/local/photos/2013/10/25/3877192.htm,25/10/2013,http://www.abc.net.au/reslib/201310/r1192985_15367786.JPG,Michael Goiser from ACT Health's Redevelopment Unit in front of the coulourful glass artwork that adorns the new Women and Children's Hospital.,Copyright: ABC | Source: ABC Local | Byline: Louise Maher,Education:Play and Learning, Health:Child Health and Behaviour, Health:Child Health and Behaviour:Infant Health, Health:Healthcare Facilities,ABC Canberra,ACT,Canberra,Centenary Women and Children's Hospital, Canberra Hospital, George Gregan playground, Liz Chatham, Michael Goiser, Emmalee Hamilton, Louise Maher, 666 ABC Canberra,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/10/25/3877192-mediarss.xml,"images/1398.png"
The Canberra Pursuit - Recycled bikes make new music,http://www.abc.net.au/local/photos/2013/10/17/3871479.htm,17/10/2013,http://www.abc.net.au/reslib/201310/r1189285_15283688.JPG,Jon says a drummer wouldn't use this old drum but it's perfect for the Pursuit project.,Copyright: ABC | Source: ABC Local | Byline: Louise Maher,Arts and Entertainment:Music:Australian Composers, Arts and Entertainment:Music:Instrument Making, Community and Society:Charities and Community Organisations, Community and Society:Community and Multicultural Festivals,ABC Canberra,ACT,Canberra,canberra100, The Pursuit Project, Spin, bicycles, Jon Rose, Louise Maher, 666 ABC Canberra, Canberra: Drive,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/10/17/3871479-mediarss.xml,"images/1423.png"
Elliott gets a real (charitable) job,http://www.abc.net.au/local/photos/2013/10/11/3867000.htm,11/10/2013,http://www.abc.net.au/reslib/201310/r1186304_15216318.jpg,Elliott Dunn helps Stuart Anderson pack emergency food hampers for those in need at Uniting Care Kippax,Copyright: ABC | Source: ABC Local | Byline: Elliott Dunn,Community and Society:Charities, Community and Society:Community Organisations,,ABC Canberra,ACT,Canberra,charity, work, Elliott Dunn, 666 ABC Canberra, Breakfast, Uniting Care Kippax, Meg Richens, Stuart Anderson, Warrick Eppelstun, Sylvia Townsend, Dennis Lyons,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/10/11/3867000-mediarss.xml,"images/1445.png"
The caravan as a museum of leisure, memory and self,http://www.abc.net.au/local/photos/2013/10/07/3863815.htm,7/10/2013,http://www.abc.net.au/reslib/201310/r1184198_15169212.jpg,Artist Beth Sometimes and handyman Chris Symonds worked to restore this vintage caravan for the Museum of the Long Weekend in Canberra,Copyright: ABC | Source: ABC Local | Byline: Rick Eaves,Arts and Entertainment, Event,,ABC Northern Tasmania,ACT,Canberra,Beth sometimes, chris symonds, Rick Eaves, North West, Wynyard, Big hart, Canberra, art, musuem, long weekend,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/10/07/3863815-mediarss.xml,"images/1461.png"
No barrier to a reef in Canberra,http://www.abc.net.au/local/photos/2013/10/02/3860771.htm,2/10/2013,http://www.abc.net.au/reslib/201310/r1182067_15122453.jpg,Why there is a coral reef at the ANU and how it could predict the future,Copyright: ABC | Source: ABC Local | Byline: James Vyver,Environment:Climate Change, Environment:Oceans and Reefs,,ABC Canberra,ACT,Canberra,Coral reef, great barrier reef, ANU, Australian National University, Stephen Eggins, fish, science, coral, climate, carbon, ocean, acidity, Mornings: Canberra, James Vyver, Genevieve Jacobs,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/10/02/3860771-mediarss.xml,"images/1474.png"
International Fleet Review sails into Jervis Bay,http://www.abc.net.au/local/photos/2013/10/02/3860770.htm,2/10/2013,http://www.abc.net.au/reslib/201310/r1182012_15121419.JPG,Ships from around the world congregate at Jervis Bay on the NSW Shoalhaven for the International Fleet Review.,Copyright: ABC | Source: ABC | Byline: Sarah Moss,Defence and National Security:Defence Forces:Navy,,ABC Illawarra NSW,ACT,Jervis Bay,international fleet review, tall ships, war ships, navy, defence, brett chandler, shipping, nautical, abc illawarra, tourism, jervis bay,,-35.1333,150.7167,http://www.abc.net.au/local/photos/2013/10/02/3860770-mediarss.xml,"images/1474.png"
Canberra blown away by wind,http://www.abc.net.au/local/photos/2013/09/26/3857186.htm,26/09/2013,http://www.abc.net.au/reslib/201309/r1179659_15071390.JPG,A house on Macpherson Street in O'Connor was lucky to avoid any damage when this enourmous gum tree was brought down by strong winds.,Copyright: ABC | Source: | Byline: Chris Young,Weather,,ABC Canberra,ACT,Canberra,Canberra: Drive, wind, weather, 666, ABC, Canberra, Chris Young, Adam Shirley,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/09/26/3857186-mediarss.xml,"images/1484.png"
Happy Birthday Hackett!,http://www.abc.net.au/local/photos/2013/09/20/3853450.htm,20/09/2013,http://www.abc.net.au/reslib/201309/r1177048_15011668.jpg,How the fledgling suburb looked in 1970,Copyright: Unspecified | Source: supplied | Byline: ACT Heritage Library’s Department of Capital Territory collection,Community and Society:History,,ABC Canberra,ACT,Hackett,hackett, suburb, canberra, canberra100, centenary, birthday, 50th, fifty, years, shops, party, history, archives,-35.25,149.1667,http://www.abc.net.au/local/photos/2013/09/20/3853450-mediarss.xml,"images/1502.png"
Sneak peek at Floriade 2013,http://www.abc.net.au/local/photos/2013/09/11/3846603.htm,11/09/2013,http://www.abc.net.au/reslib/201309/r1174615_14957092.JPG,This photo was taken on a phone - our Floriade photo competition is now phone friendly,Copyright: ABC licensed | Source: supplied | Byline: Jim Trail,Arts and Entertainment:Events:Carnivals and Festivals, Business, Economics and Finance:Industry:Tourism, Community and Society:Community and Multicultural Festivals, Lifestyle and Leisure:Gardening:Flower/Foliage,ABC Canberra,ACT,Canberra,Floriade, canberra, flowers, centenary, commonwealth park, spring, tourism, canberra100, floriade,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/09/11/3846603-mediarss.xml,"images/1515.png"
How to take beautiful photos at Floriade,http://www.abc.net.au/local/photos/2013/09/12/3847586.htm,12/09/2013,http://www.abc.net.au/reslib/201309/r1173363_14929162.jpg,Photos of tulips needn't feature a bulb and a stem. The closer the lens, the more abstract the photo can look.,Copyright: ABC | Source: ABC Local | Byline: Geoff Comfort,Arts and Entertainment:Photography, Arts and Entertainment:Visual Art:Photography, Lifestyle and Leisure:Gardening:Flower/Foliage,,ABC Canberra,ACT,Canberra,Canberra: Drive, floriade, Floriade, photography, Geoff Comfort, Kim Lester, flower festival, gardening,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/09/12/3847586-mediarss.xml,"images/1517.png"
The best things about Spring,http://www.abc.net.au/local/photos/2013/09/10/3845430.htm,10/09/2013,http://www.abc.net.au/reslib/201309/r1169788_14846069.jpg,Canberra's blossoming trees are a true signifier that Spring has arrived.,Copyright: ABC | Source: ABC Local | Byline: Kim Lester,Arts and Entertainment:Photography, Community and Society:Family and Children:Children, Lifestyle and Leisure:Gardening:Flower/Foliage, Weather,ABC Canberra,ACT,Canberra,Canberra drive: Spring things, 666 abc canberra, kim lester, season, parks, exercise, mowing, flowers, floriade, Floriade,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/09/10/3845430-mediarss.xml,"images/1520.png"
Flower restoration proves successful,http://www.abc.net.au/local/photos/2013/09/04/3841143.htm,4/09/2013,http://www.abc.net.au/reslib/201309/r1169105_14831067.jpg,A team of ecologists and horticulturalists from the Australian National Botanic Gardens, ACTEW Water, ACT Government and Eco Logical Australia plant Swainsona recta (Purple Pea) seedlings for a biodiversity project.,Copyright: ABC | Source: ABC Local | Byline: Kim Lester,Environment:Conservation, Environment:Endangered and Protected Species, Environment:Environmental Impact, Environment:Environmental Management,ABC Canberra,ACT,Canberra,Australian National Botanic Gardens, ACTEW Water, ACT Government, Eco Logical Australia, plant, Swainsona recta, Purple Pea 666 ABC Canberra, Kim Lester, gardening,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/09/04/3841143-mediarss.xml,"images/1546.png"
The Bureau of Meteorology: 100 years of environmental intelligence,http://www.abc.net.au/local/photos/2013/09/03/3839846.htm,3/09/2013,http://www.abc.net.au/reslib/201309/r1168372_14813618.jpg,Weather balloons of a different kind display the Bureau's logo and slogan,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Education:Subjects:Science, Environment, Environment:Environmental Technology, Government and Politics:Public Sector,ABC Canberra,ACT,Canberra,bureau of meteorology, shine dome, 666 abc canberra, weekend breakfast,,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/09/03/3839846-mediarss.xml,"images/1547.png"
The business of politics: Canberra electorate profile,http://www.abc.net.au/local/photos/2013/08/20/3829563.htm?site=&xml=3829563-mediarss.xml#bigpicturepos,20/08/2013,http://www.abc.net.au/reslib/201206/r963460_10381264.jpg,The political heart of Canberra, wreathed in fog. Bureaucracy is the main business but about half of the capital workforce is employed in other industires.,Copyright: Audience submitted | Source: Supplied | Byline: Chad Dobbs,Event:Federal Election, Government and Politics:Elections:Federal Elections, Government and Politics:Federal Government, Government and Politics:Parliament:Federal Parliament,ABC Canberra,ACT,Canberra,election, canberra, electorate, federal parliament, australian public service,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/08/20/3829563-mediarss.xml?site=&xml=3829563-mediarss.xml#bigpicturepos,"images/1556.png"
More than politics: Fraser electorate profile,http://www.abc.net.au/local/photos/2013/08/28/3835710.htm?site=&xml=3835710-mediarss.xml#bigpicturepos,28/08/2013,http://www.abc.net.au/reslib/201308/r1166270_14765995.jpg,Civic houses the offices and chamber of the ACT Legislative Assembly, a hybrid of state and local government that looks after the bulk of the city - except for the Parliamentary Triangle which is administered by both ACT and federal bodies.,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Event:Federal Election, Government and Politics:Elections:Federal Elections,,ABC Canberra,ACT,Canberra,fraser, federal election, electorate, canberra, ACT, government, public servants,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/08/28/3835710-mediarss.xml?site=&xml=3835710-mediarss.xml#bigpicturepos,"images/1556.png"
Seeing stars in Canberra's South,http://www.abc.net.au/local/photos/2013/07/16/3804216.htm,16/07/2013,http://www.abc.net.au/reslib/201308/r1161693_14659737.jpg,Barry Armstead in the ASIGN Observatory II he built in his garden in South Canberra,Copyright: Unspecified | Source: Supplied | Byline: Barry Armstead,Science and Technology:Astronomy (Space),,ABC Canberra,ACT,Canberra,space, south canberra, Canberra: Mornings; genevieve jacobs, abc, canberra, 666, telescope, barry armstead, james vyver, pictures, photos, observatory, assign ii,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/07/16/3804216-mediarss.xml,"images/1563.png"
Anthony Burton, Canberra, A.C.T.,http://www.abc.net.au/local/photos/2013/08/12/3823353.htm?site=&xml=3823353-mediarss.xml#bigpicturepos,12/08/2013,http://www.abc.net.au/reslib/201308/r1156566_14543745.jpg,Anthony Burton is a former public servant who is concerned about the policies of both sides of politics that would see significant cuts to the public sector.,Copyright: ABC | Source: ABC Local | Byline: Jim Trail,Environment:Climate Change, Government and Politics:Public Sector,,ABC Canberra,ACT,Canberra,voter profile, anthony burton, public service, consultants, gay marriage, climate change, public spending,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/08/12/3823353-mediarss.xml?site=&xml=3823353-mediarss.xml#bigpicturepos,"images/1608.png"
Chirpy comic duo take out Exhumed Canberra,http://www.abc.net.au/local/photos/2013/08/09/3822055.htm,9/08/2013,http://www.abc.net.au/reslib/201308/r1155521_14521867.jpg,Catherine Crowley (L) and Juliet Moody are Sparrow-Folk,Copyright: ABC | Source: ABC Local | Byline: Kim Lester,Arts and Entertainment:Music, Arts and Entertainment:Music:Bands and Artists, Arts and Entertainment:Music:Competitions,,ABC Canberra,ACT,Canberra,Canberra: Drive Exhumed, Sparrow Folk, Juliet Moody, Catherine Crowley, Adam Shirley, Dick Barry, Brothington, ZZG, Panaseeya, 666 ABC Canberra, Jim Trail, Kim Lester,-35.2772,149.1292,http://www.abc.net.au/local/photos/2013/08/09/3822055-mediarss.xml,"images/1623.png"
